Control,Time,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Tout-sup,Tout-ret,F hw,Thw in-c,Thw out,Fhp,Thp-sup,Thp-ret,R0,R1,R2,R3,R4,R5,R6,R7,Qhp,Php.1,Pbld
08/03/2017 03:15:00,Tue Mar 21 2017 10:00:00 GMT+0100 (CET),1281.9891380646,6.593475,23.0103,0.35,9295000,23.5,23.0333333333,1.3666666667,-0.7333333333,1,17,38.3333333333,0,27.5333333333,23.7333333333,22.1440697875,22.3043274984,22.1922496009,23.0278416555,21.1943372779,21.5242994971,21.9678842719,21.7859868177,7319000,0,185.3333333333
08/03/2017 03:30:00,Tue Mar 21 2017 10:15:00 GMT+0100 (CET),16.4951433387,6.686575,23.02029,0.3533333333,9295000,23.6333333333,22.9333333333,2.7333333333,1.8333333333,1,19.8333333333,37,0.01,41.4666666667,23.1333333333,22.120005689,22.1643277741,22.1713484257,22.9395499673,21.1600349897,21.5205831851,21.9009698784,21.7834346885,7319000,195.3333333333,286.6666666667
08/03/2017 03:45:00,Tue Mar 21 2017 10:30:00 GMT+0100 (CET),15.9311897647,6.985825,23.02695,0.3526666667,9295000,23.1,22.8,3.9333333333,6.0333333333,0.1063333333,8.5,50.7,3,43.6666666667,23.1,22.1345960225,22.1995561919,22.1381736329,23.0584387197,21.1720482257,21.4508120099,21.9394067549,21.6942631282,7319000,70.5,125.3333333333
08/03/2017 04:00:00,Tue Mar 21 2017 10:45:00 GMT+0100 (CET),15.9745703288,7049,22.98033,0.3543333333,9296000,23.0333333333,22.7666666667,5.6,8.6666666667,0.0423333333,8.5666666667,49.1666666667,0.0025,41.9666666667,23.2,22.1393090467,22.146688579,22.1637053404,23.1984147049,21.1957309707,21.3329440451,21.7568195814,21.6500928743,7319000,52.5,112.3333333333
08/03/2017 04:15:00,Tue Mar 21 2017 11:00:00 GMT+0100 (CET),1766.9016877226,7.2618,23.08356,0.3533333333,9296000,23,22.6666666667,4,2.1666666667,3,13.3,46,0,39.3333333333,23.0666666667,22.2034658069,22.1455869721,22.1870732598,23.1267929232,21.1571458082,21.3886851445,21.7669663798,21.648088702,7319000,0,143.3333333333
08/03/2017 04:30:00,Tue Mar 21 2017 11:15:00 GMT+0100 (CET),1927.8368313575,6.8761,23.09022,352,9296000,22.8,22.6666666667,2.9333333333,0.7,0.0013333333,17.3333333333,43.6333333333,0,37.2,23.3333333333,22.1796149624,22.1541540123,22.1790812222,23.0227699401,21.1633029433,21.3145602108,21.8354205161,21.5961124723,7319000,0,60
08/03/2017 04:45:00,Tue Mar 21 2017 11:30:00 GMT+0100 (CET),692.1668823678,6.420575,23.08356,352,9296000,22.9,22.5666666667,3.1333333333,1.3666666667,28,11.5333333333,49.2666666667,0.01,38.9,23.1333333333,22.136399526,22.290523081,22.1385260826,22.9358741478,21.1726526824,21.326809647,21.7584943378,21.6474919724,7319000,179.3333333333,137.3333333333
08/03/2017 05:00:00,Tue Mar 21 2017 11:45:00 GMT+0100 (CET),16.0172692921,6.480425,23.09688,354,9296000,23,22.5666666667,4.2,5.4666666667,33,11.3333333333,49.9,5,45.2,22.6333333333,22.1395048724,22.1624861254,22.1442462468,22.9327734991,21.1928003113,21.322822531,21.768651012,21.5940949612,7319000,133,177
08/03/2017 05:15:00,Tue Mar 21 2017 12:00:00 GMT+0100 (CET),15.9931712579,6.8495,23.09688,354,9296000,22.7333333333,22.6,5.3666666667,9.1333333333,0.0023333333,15.8333333333,47.0333333333,0,43.2666666667,22.8333333333,22.1427595763,22.1454164219,22.1853391368,22.9323205299,21.1609671129,21.3208012513,21.8342921568,21.662364921,7319000,0,56.6666666667
08/03/2017 05:30:00,Tue Mar 21 2017 12:15:00 GMT+0100 (CET),15.9978608346,6.7963,23.09022,353,9296000,22.6,22.5,6.9,10.8666666667,1,19,44.5666666667,0,41.5,23.1333333333,22.1202492402,22.1505092539,22.1330760979,22.9808281494,21.1631939671,21.3111879485,21.7576228174,21.5904923218,7319000,0,52.6666666667
08/03/2017 05:45:00,Tue Mar 21 2017 12:30:00 GMT+0100 (CET),16.0552900895,6.66995,23.08356,352,9296000,22.6,22.5,8.3,11.9666666667,1,21.1,42.6,0,39.9,23.4,22.1384313238,22.1543194202,22.1844960333,22.9771943114,21.1837964729,21.3221371637,21.7715091124,21.6497818081,7319000,0,47
08/03/2017 06:00:00,Tue Mar 21 2017 12:45:00 GMT+0100 (CET),15.9959691011,7.00245,23.05359,353,9296000,22.6,22.5,9.6333333333,12.9333333333,0.0196666667,12.4,49.0666666667,0,38.5333333333,23.5333333333,22.1405218818,22.1473429772,22.1512933121,22.9354318384,21.1528338123,21.3243749245,21.7529485637,21.5787498431,7319000,0,50.3333333333
08/03/2017 06:15:00,Tue Mar 21 2017 13:00:00 GMT+0100 (CET),15.958306622,7.265125,23.06025,354,9296000,22.6,22.4666666667,10.8666666667,13.8666666667,0.0023333333,15.9666666667,46.0333333333,1,37.1,23.4333333333,22.1439610575,22.2465850281,22.1322116513,22.92645636,21.1877263228,21.3162161551,21.7592202351,21.648132209,7319000,15,53
08/03/2017 06:30:00,Tue Mar 21 2017 13:15:00 GMT+0100 (CET),1118.1144497763,7.4347,23.06358,352,9296000,28.3666666667,22.5,5.3,2.2,1,18.7,43.6666666667,0.6436666667,29.9,22.2666666667,22.1223838429,22.2087373393,22.1361302407,22.9133570169,21.0031174114,21.3230416905,21.6077610071,21.4479975169,7320333.33333333,5677,2386.3333333333
08/03/2017 06:45:00,Tue Mar 21 2017 13:30:00 GMT+0100 (CET),806.2645746745,7.989975,23.05026,354,9296666.66666666,30.5666666667,23.2666666667,3.6333333333,0.6333333333,1,20.3,41.7333333333,0.6345,31.3333333333,24.9,22.1235187892,22.1494995371,22.1883043172,22.9881142134,21.0262211098,21.3238014096,21.7029175456,21.547174877,7321333.33333333,4706,2993
08/03/2017 07:00:00,Tue Mar 21 2017 13:45:00 GMT+0100 (CET),18.3509896091,8.41225,23.06691,0.3543333333,9297333.33333333,30.5333333333,24.1666666667,4.3,3.2,0,22.1,40.2333333333,1,31.8666666667,25.7333333333,22.1909190189,22.1473347091,22.1410378834,22.9530901274,21.0897114795,21.4108851716,21.7506803042,21.5940205873,7322000,8,2623.3333333333
08/03/2017 07:15:00,Tue Mar 21 2017 14:00:00 GMT+0100 (CET),16.1098754206,8.654975,23.07024,0.3566666667,9298000,24.5666666667,24.6333333333,4.7333333333,7.0333333333,0,23.4666666667,38.9333333333,0,31.1333333333,24.7,22.3852884871,22.2691509749,22.1348932196,22.9167312364,21.1776962749,21.5404350535,21.7762034262,21.7149176668,7322000,0,63
08/03/2017 07:30:00,Tue Mar 21 2017 14:15:00 GMT+0100 (CET),16.0716919513,8.5785,23.09688,0.3546666667,9298000,24.4666666667,23.6,5.2333333333,8.1666666667,0,24.7,37.9,0,30.6333333333,24.3666666667,22.5132876761,22.3271541449,22.180687308,22.7974833094,21.1848291698,21.5821973127,21.8204290794,21.7746460941,7322000,0,368.6666666667
08/03/2017 07:45:00,Tue Mar 21 2017 14:30:00 GMT+0100 (CET),15.9866749038,8.11965,23.12685,0.3553333333,9298000,23.9,23.2333333333,5.9333333333,8.9333333333,121,8.9333333333,49.0333333333,0,30.0666666667,24.3666666667,22.5367235914,22.390603302,22.1896603807,23.0597070889,21.3527793063,21.7221062616,21.8920448117,21.830742556,7322000,0,263.3333333333
08/03/2017 08:00:00,Tue Mar 21 2017 14:45:00 GMT+0100 (CET),15.970255743,8.236025,23.16015,352,9298000,23.4,23.1,7,9.8333333333,3,12.1666666667,46,0,29.7,24.4333333333,22.662978368,22.5772656832,22.1351163841,22.9987913267,21.5817667917,21.836712244,21.995381269,21.9175975794,7322000,0,142.6666666667
08/03/2017 08:15:00,Tue Mar 21 2017 15:00:00 GMT+0100 (CET),1611.5957882972,7.6741,23.14683,332,9298000,23.2666666667,22.9666666667,6.4,5.5,0.0013333333,15.6,43.5666666667,0,29.7,24.2,22.7146601043,22.6126552562,22.1915335929,22.9425041859,21.7714984487,21.9089100615,22.1538526303,22.1043798383,7322000,0,121.6666666667
08/03/2017 08:30:00,Tue Mar 21 2017 15:15:00 GMT+0100 (CET),2004.0415858492,7.258475,23.30001,0.3426666667,9298000,23.0666666667,22.8,4.1333333333,1.9,1,18.7666666667,41.6333333333,0,29.1,24.2,22.9339939039,22.7089117244,22.1559527948,22.9387222004,21.7437059386,21.9063073168,22.1500749485,22.0558920879,7322000,0,85.3333333333
08/03/2017 08:45:00,Tue Mar 21 2017 15:30:00 GMT+0100 (CET),18.866041894,6.872775,23.43321,0.3393333333,9298000,23.4666666667,22.8,4.7666666667,3.9,0.0243333333,11.4333333333,49.4666666667,12,41.1,23.0333333333,22.9086019454,22.7469701829,22.1356880442,22.9320791221,21.6832286707,21.8468432204,22.1602155315,22.0465900478,7322000,201,258
08/03/2017 09:00:00,Tue Mar 21 2017 15:45:00 GMT+0100 (CET),15.9405949862,5.496225,23.41323,0.3376666667,9298000,23.1,22.9333333333,5.3333333333,8.5,0.0023333333,16.1666666667,46.3,0.0025,44.9666666667,22.9666666667,22.9105450511,22.7478396137,22.1872758495,22.9467839123,21.5543006136,21.8246941592,22.1092274288,21.9236978983,7322000,61.5,82.3333333333
08/03/2017 09:15:00,Tue Mar 21 2017 16:00:00 GMT+0100 (CET),16.038503196,3.348275,23.39325,334,9298000,22.9666666667,22.8,6.0666666667,10.2333333333,1,17.6,44.8333333333,0,43,23.3,22.9202399631,22.8235007847,22.2511420913,23.0111074722,21.4530303055,21.8408558958,21.9644991625,21.8387983546,7322000,0,61
08/03/2017 09:30:00,Tue Mar 21 2017 16:15:00 GMT+0100 (CET),15.9241142873,3458,23.28669,337,9298000,22.8666666667,22.7666666667,7.1,10.9333333333,1,19.3666666667,43,0,40.7666666667,23.7,22.7430120468,22.686530446,22.1609348029,22.8062658483,21.363350416,21.5623439493,21.9868249565,21.780442087,7322000,0,53.3333333333
08/03/2017 09:45:00,Tue Mar 21 2017 16:30:00 GMT+0100 (CET),15.9724131622,3.813775,23.13351,341,9298000,22.8,22.6333333333,8.4666666667,11.8666666667,0.0223333333,11.1333333333,49.3333333333,0,38.8333333333,23.8333333333,22.7117775099,22.5400481353,22.1430529533,22.8723059319,21.3395676809,21.5372122359,22.0164995049,21.8348642832,7322000,0,62.6666666667
08/03/2017 10:00:00,Tue Mar 21 2017 16:45:00 GMT+0100 (CET),15.9777989672,3.886925,23.06691,342,9298000,22.8,22.6333333333,9.7333333333,12.8333333333,0.0023333333,14.8333333333,46.4666666667,0,37.8,24,22.5199960956,22.4098337182,22.1434775802,22.8544259922,21.1596808025,21.5336590063,21.8493630686,21.7880155452,7322000,0,62
08/03/2017 10:15:00,Tue Mar 21 2017 17:00:00 GMT+0100 (CET),15.8519571616,3.933475,23.05359,0.3436666667,9298000,22.7333333333,22.6,11,13.8,1,17.7333333333,44.0333333333,4,37.1,23.9,22.5275242398,22.3275828262,22.1788685006,22.7691786251,21.1647764521,21.5299760754,21.8004749325,21.7169717556,7322000,60,55
08/03/2017 10:30:00,Tue Mar 21 2017 17:15:00 GMT+0100 (CET),15.8511860464,4.146275,23.04693,0.3433333333,9298000,22.6666666667,22.5666666667,12.1666666667,14.7333333333,1,20.2666666667,42.0333333333,0,34.8666666667,23.1666666667,22.529538881,22.4708359376,22.0064387147,22.7867129778,21.194413273,21.4639050592,21.8198442114,21.6050817267,7322000,0,50.3333333333
08/03/2017 10:45:00,Tue Mar 21 2017 17:30:00 GMT+0100 (CET),750.7517881416,3.747275,23.01363,0.3436666667,9298000,25.9333333333,22.5333333333,8.5666666667,7.2666666667,0,22.2333333333,40.4,0.6425,31.5,22.7666666667,22.5067399224,22.6738426198,22.0094498469,22.7304928968,21.1606286284,21.4413556981,21.7086632889,21.64132302,7322000,5830.5,1334.6666666667
08/03/2017 11:00:00,Tue Mar 21 2017 17:45:00 GMT+0100 (CET),1161.8243334261,3.7639,23.00697,334,9298666.66666666,29.9666666667,23,4.8,1.7666666667,0,23.5,38.9333333333,0.6413333333,30.6333333333,24.0666666667,22.529696258,22.5588888285,22.0182846922,22.7451649837,21.1693704448,21.3227734792,21.8306682259,21.6057101408,7323333.33333333,4902.6666666667,2695.6666666667
08/03/2017 11:15:00,Tue Mar 21 2017 18:00:00 GMT+0100 (CET),31.772723044,3724,22.97367,346,9299333.33333333,31.8,24.3666666667,4.4333333333,2.3,0.0146666667,12.8333333333,48.0666666667,3,32.5,26.2,22.5321009662,22.5385719536,22.0110484902,22.8602107012,21.1921567928,21.3319273662,21.7866475383,21.6072388767,7324000,22.5,2976
08/03/2017 11:30:00,Tue Mar 21 2017 18:15:00 GMT+0100 (CET),15.8444014883,3.5777,22.97367,349,9300000,26.4333333333,25,5.0333333333,6.5666666667,0.0143333333,11.4,48.4666666667,1,31.7333333333,25.3,22.5121073298,22.5481696291,22.0717628426,22.8937509557,21.1756005077,21.5256006881,21.7623083516,21.6391556711,7324000,5,1920
08/03/2017 11:45:00,Tue Mar 21 2017 18:30:00 GMT+0100 (CET),15.8468364448,3.75725,22.96701,0.3493333333,9300000,25,24.3,5.5,8.3666666667,0.0136666667,10.8333333333,48.3333333333,0,31,24.6,22.5139016933,22.5366796355,22.109779332,22.7711306138,21.1589087791,21.5192131875,21.8363841351,21.5999181573,7324000,0,279
08/03/2017 12:00:00,Tue Mar 21 2017 18:45:00 GMT+0100 (CET),15.9072952704,4.006625,22.95036,327,9300000,24.6333333333,23.6666666667,6.1666666667,9.0666666667,0.0023333333,14.4,45.4666666667,0,30.4333333333,24.6,22.5152978694,22.5437610961,22.0275027211,22.7288636699,21.1850151869,21.5258764012,21.7754087258,21.6463259142,7324000,0,370
08/03/2017 12:15:00,Tue Mar 21 2017 19:00:00 GMT+0100 (CET),15.901203482,4.1629,22.95702,0.3456666667,9300000,23.9,23.5,7.2,9.9333333333,0.0143333333,11.7,47.8,0,30.1,24.7,22.530720341,22.6757183274,21.9943057856,22.7236250664,21.1344552931,21.4602474996,21.7561196584,21.5929572155,7324000,0,177.3333333333
08/03/2017 12:30:00,Tue Mar 21 2017 19:15:00 GMT+0100 (CET),15.911292082,4123,22.95702,0.3466666667,9300000,23.5666666667,23.2,8.5666666667,10.9333333333,0.0023333333,15.1333333333,45.1666666667,0,29.8,24.6,22.5077919164,22.5772948245,22.0088125039,22.7843385125,21.0284266649,21.5234092155,21.8364576727,21.6217120264,7324000,0,152.3333333333
08/03/2017 12:45:00,Tue Mar 21 2017 19:30:00 GMT+0100 (CET),15.9922967889,4.0299,22.95702,0.3466666667,9300000,23.3,23,9.8333333333,12,1,17.9,42.9333333333,0,29.4333333333,24.4333333333,22.5381464132,22.5373959962,21.9885315017,22.7773537619,20.9616420169,21.4525812718,21.758516487,21.6005553395,7324000,0,127.3333333333
08/03/2017 13:00:00,Tue Mar 21 2017 19:45:00 GMT+0100 (CET),15.914232239,4.066475,22.95036,347,9300000,23.1666666667,22.9333333333,11.1,13.1666666667,1,20.2666666667,41.0666666667,0,29,24.3,22.5321154933,22.540154666,21.9253903861,22.752384829,20.9966219569,21.3204345128,21.751270122,21.625129363,7324000,0,92
08/03/2017 13:15:00,Tue Mar 21 2017 20:00:00 GMT+0100 (CET),761.8443825347,4.06315,22.94703,0.3406666667,9300000,25.1333333333,22.8,8.0666666667,7.5333333333,0,22,39.4666666667,648,29.4,23.3333333333,22.5104938327,22.5357229653,21.9571070894,22.7243692961,20.9676446994,21.3318590052,21.6939370309,21.5170147214,7324333.33333333,4912.5,909.3333333333
