date,Control,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Tout-sup,Tout-ret,Fhw,Thwinc,Thwout,Fhp,Thp-sup,Thp-ret,Tindoor_zones,R0,R1,R2,R3,R4,R5,R6,Qhp,Php,Pbld
Wed Feb 15 2017 21:30:00 GMT+0100 (CET),15/02/2017 21:30:00,1709.6610890498,-1.24355,22.54077,0.3513333333,8692000,24.8,24.3333333333,2.9333333333,0.3,0.0076666667,13.5,44.9333333333,0,30.1333333333,25.1333333333,22.7107660779,23.160496291,21.9491616472,22.1965559298,19.7974368306,21.6409547973,22.1572555468,21.9836152124,6719000,0,180.67
Wed Feb 15 2017 21:45:00 GMT+0100 (CET),15/02/2017 21:45:00,1793.7966409297,-2.2344,22.51746,0.348,8692000,24.4333333333,24.1,2.2333333333,-0.2,0.003,15.5,43.4333333333,0,29.2333333333,25.1666666667,22.7384036321,23.1405888943,21.9287808316,22.066079248,19.8038907002,21.6383592609,22.22222611,22.0339168503,6719000,0,126.33
Wed Feb 15 2017 22:00:00 GMT+0100 (CET),15/02/2017 22:00:00,1916.7943403933,-1.8753,22.50747,0.341,8692000,24.2666666667,24.0666666667,1.9333333333,-0.2666666667,0.0013333333,17.9,41.4,0,28.5,25.2,22.7348237071,23.1351361182,21.9862002859,21.9434214849,19.7728072907,21.5118593844,22.1554378025,22.0191593201,6719000,0,76.67
Wed Feb 15 2017 22:15:00 GMT+0100 (CET),15/02/2017 22:15:00,1150.0783243196,-2.0349,22.51413,0.3316666667,8692333.33333333,31.0333333333,24.5,1.7666666667,-1.0666666667,0.001,20.4,39.7333333333,0.626,30.7333333333,24,22.7212787227,22.8086900604,21.9205203193,21.9406362268,19.7803976211,21.3641630165,22.1560954067,21.9972384351,6719333.33333333,4869.6666666667,2529.67
Wed Feb 15 2017 22:30:00 GMT+0100 (CET),15/02/2017 22:30:00,430.9087216214,-2.05485,22.50414,0.3416666667,8693000,32.5,25.9333333333,1.9333333333,-0.7333333333,0.001,22.6666666667,38.5333333333,0.619,33.4333333333,27.1,22.7409370514,23.1911306073,21.9302907543,21.9939733185,19.7888841841,21.324199127,22.2151266845,22.0347962519,6720000,4425,2602.33
Wed Feb 15 2017 22:45:00 GMT+0100 (CET),15/02/2017 22:45:00,15.7435109272,-2.104725,22.46418,0.3313333333,8693666.66666666,29.4333333333,26.5666666667,3.0666666667,3.0333333333,0,24.2666666667,37.6666666667,0,33.1,26.8,22.7162772316,23.1226336687,21.8460073536,22.0171452045,19.8071296618,21.4393552469,22.040817373,21.995191789,6720000,0,1081.67
Wed Feb 15 2017 23:00:00 GMT+0100 (CET),15/02/2017 23:00:00,15.86747592,-2.53365,22.45752,0.3423333333,8694000,26.5333333333,25.3333333333,4.0666666667,6.5,0,25.4666666667,37,0,32.4,26.1,22.6523090427,22.7497303376,21.7964045324,21.9960896791,19.7437999894,21.5222456384,21.9853399743,21.8914881094,6720000,0,460.33
Wed Feb 15 2017 23:15:00 GMT+0100 (CET),15/02/2017 23:15:00,15.8366672079,-2.4073,22.4442,0.3413333333,8694000,25.9666666667,24.9333333333,5.6666666667,8.3666666667,0,26.2666666667,36.3333333333,0,31.6666666667,25.8,22.5300742657,22.786602193,21.7379146156,21.9458059578,19.9630405369,21.3399259696,21.9812641319,21.8461267127,6720000,0,417.00
Wed Feb 15 2017 23:30:00 GMT+0100 (CET),15/02/2017 23:30:00,15.8530179173,-2.749775,22.41423,0.3216666667,8694000,25.2666666667,24.7333333333,7.2333333333,9.6333333333,0,26.7666666667,35.8,0,31,25.7,22.5196549627,22.8177274169,21.7695017687,21.942580844,20.2372034614,21.3108922533,22.0320059341,21.8342117706,6720000,0,205.33
Wed Feb 15 2017 23:45:00 GMT+0100 (CET),15/02/2017 23:45:00,15.9593050997,-3.0856,22.39758,0.3396666667,8694000,24.9,24.4666666667,8.6333333333,10.7333333333,0,27.2,35.3,0,30.3333333333,25.6,22.5101541494,22.6770071362,21.7938679516,21.9425659552,20.5685612254,21.3290397182,21.9669571091,21.7810053012,6720000,0,172.00
Thu Feb 16 2017 00:00:00 GMT+0100 (CET),16/02/2017 00:00:00,15.968989355,-3.188675,22.39092,0.3406666667,8694000,24.6,24.2666666667,10,11.8,0,27.5,34.8333333333,0,29.8,25.4666666667,22.5299361911,22.6108423553,21.7403951193,21.9320897135,20.6484784474,21.3113273176,21.9702256156,21.8306742434,6720000,0,142.33
Thu Feb 16 2017 00:15:00 GMT+0100 (CET),16/02/2017 00:15:00,393.1013263101,-3.43805,22.36761,0.3396666667,8694000,26,24.1333333333,9.2,9.2333333333,0,27.7333333333,34.4666666667,0.621,30,24.9666666667,22.5145659121,22.5563433997,21.8008044892,22.0126891059,20.7565557208,21.3092663283,22.0532492449,21.7155619596,6720333.33333333,5227,712.33
Thu Feb 16 2017 00:30:00 GMT+0100 (CET),16/02/2017 00:30:00,1170.9928069771,-3.368225,22.33764,0.3423333333,8694333.33333333,30.9666666667,24.2333333333,4.4666666667,1.3666666667,0,27.9,34.1,0.633,31.5666666667,24.7666666667,22.5120841365,22.642246018,21.7839617837,21.9919595156,20.7850281236,21.312501471,21.9638518055,21.712216363,6721666.66666667,5016.6666666667,2662.00
Thu Feb 16 2017 00:45:00 GMT+0100 (CET),16/02/2017 00:45:00,596.3427912393,-3.0723,22.31766,0.3463333333,8695000,33.5,25.7,3.2666666667,0.3333333333,0,28.1,33.8,0.63,34.2,27.5,22.4657969851,22.5370011802,21.7396933572,21.9461696854,20.944171294,21.3111719541,21.9630788396,21.5909388291,6722666.66666667,4869.5,3131.00
Thu Feb 16 2017 01:00:00 GMT+0100 (CET),16/02/2017 01:00:00,15.9095606728,-3.21195,22.30101,0.3496666667,8696000,31.0333333333,26.7,4.1333333333,3.9666666667,0,28.3,33.6,0,33.7,27.3333333333,22.4087285417,22.5348522261,21.7864162891,21.9343294481,20.9636535499,21.318823134,22.0891293544,21.6373984163,6723000,0,2628.00
Thu Feb 16 2017 01:15:00 GMT+0100 (CET),16/02/2017 01:15:00,16.0243028293,-3.30505,22.29435,0.3506666667,8696000,26.7333333333,26.0666666667,4.6,7.3333333333,0,28.4666666667,33.3333333333,0,32.8666666667,26.4,22.5045637538,22.5434771564,21.763702755,21.9452731812,20.9701256827,21.3336735211,22.1642118331,21.5964942582,6723000,0,265.33
Thu Feb 16 2017 01:30:00 GMT+0100 (CET),16/02/2017 01:30:00,16.0018698261,-3.281775,22.28769,0.3496666667,8696000,26.5333333333,24.8,5.2,8.3333333333,0,28.6,33.1333333333,0,32.2333333333,26,22.4553513455,22.6655090981,21.7409150505,21.942011126,20.9790210765,21.3791231715,22.1629127703,21.6476213323,6723000,0,697.67
Thu Feb 16 2017 01:45:00 GMT+0100 (CET),16/02/2017 01:45:00,15.9705333907,-3.2053,22.27437,0.3483333333,8696000,25.2333333333,24.7,6,9.1,0,28.6333333333,32.9,0,31.4666666667,25.7333333333,22.4070840303,22.5419959042,21.7946256274,21.9848745049,21.101242108,21.3296060892,22.2012599643,21.5930215328,6723000,0,222.33
Thu Feb 16 2017 02:00:00 GMT+0100 (CET),16/02/2017 02:00:00,16.0514838245,-3.255175,22.27437,0.353,8696000,24.7333333333,24.2666666667,7.1333333333,10.0333333333,0,28.7,32.8,0,30.7333333333,25.6,22.4044932333,22.5439255589,21.7775927506,21.9506640017,21.1778831548,21.3099764307,22.1446543998,21.7019376633,6723000,0,190.67
Thu Feb 16 2017 02:15:00 GMT+0100 (CET),16/02/2017 02:15:00,16.0023489625,-3.374875,22.26105,0.356,8696000,24.3666666667,23.6666666667,8.4333333333,11.0666666667,0,28.7,32.6333333333,0,30.1,25.4333333333,22.3842768262,22.5392206181,21.7412395408,21.8886494315,21.1891410903,21.328591677,22.0269497175,21.5936557362,6723000,0,282.67
Thu Feb 16 2017 02:30:00 GMT+0100 (CET),16/02/2017 02:30:00,1140.3229918715,-3.2851,22.2444,0.347,8696666.66666666,29.9333333333,24,5.4,2.2,0,28.7,32.4666666667,0.638,31.0666666667,23.9,22.3296861801,22.6461437199,21.8082189564,21.8763208926,21.1544986297,21.3231134983,21.9758360948,21.8192286063,6723666.66666667,5286,2382.33
Thu Feb 16 2017 02:45:00 GMT+0100 (CET),16/02/2017 02:45:00,1224.0715629295,-3.2319,22.22442,0.355,8697333.33333333,32.3333333333,24.8333333333,3.5666666667,0.5,0,28.7,32.3333333333,0.6333333333,33.0666666667,26.5333333333,22.3069515105,22.5557402336,21.7714725447,21.8653881459,21.1603602907,21.3310413355,22.0374115923,21.7076258166,6724666.66666667,4808.6666666667,3073.67
Thu Feb 16 2017 03:00:00 GMT+0100 (CET),16/02/2017 03:00:00,21.192135815,-3.201975,22.2111,0.3503333333,8698000,33.4666666667,25.9666666667,3.8333333333,1.8,0,28.7666666667,32.2666666667,0,33.7333333333,27.3666666667,22.306474374,22.4759236996,21.7431067117,21.7460678023,21.1926929614,21.3259675403,21.9660109404,21.820899524,6725000,0,3055.33
Thu Feb 16 2017 03:15:00 GMT+0100 (CET),16/02/2017 03:15:00,15.9881619602,-3.1122,22.2111,0.3556666667,8699000,26.8666666667,26,4.4333333333,6.1,0,28.8,32.1333333333,0,32.8666666667,26.7,22.3223148796,22.53936253,21.7514567631,21.7570603828,21.1751826034,21.3340273746,21.9677521051,21.7864496701,6725000,0,372.67
Thu Feb 16 2017 03:30:00 GMT+0100 (CET),16/02/2017 03:30:00,16.0665588245,-3.068975,22.20111,0.3603333333,8699000,26.2333333333,24.6333333333,4.9,8,0,28.8666666667,32.0333333333,0,32.2,25.9333333333,22.3029161206,22.4706351618,21.7746489416,21.827149538,21.3563744663,21.4117822874,22.0466288035,22.0332745388,6725000,0,661.00
Thu Feb 16 2017 03:45:00 GMT+0100 (CET),16/02/2017 03:45:00,16.1401795841,-2.902725,22.19778,0.359,8699000,25.2,24.3,5.5666666667,8.7,0,28.8666666667,31.9666666667,0,31.4666666667,25.6,22.3097491095,22.5349202561,21.7785617379,21.7445510822,21.3738248958,21.3558661365,21.9682892274,21.9684423449,6725000,0,382.67
Thu Feb 16 2017 04:00:00 GMT+0100 (CET),16/02/2017 04:00:00,16.0996553497,-2.9393,22.19778,0.3606666667,8699000,24.4333333333,24.1333333333,6.5,9.5,0,28.8666666667,31.8666666667,0,30.7333333333,25.4,22.3241893672,22.4763386433,21.6680975981,21.7313185132,21.3481621441,21.3772801308,21.9707437882,22.0323160009,6725000,0,145.67
Thu Feb 16 2017 04:15:00 GMT+0100 (CET),16/02/2017 04:15:00,16.1216844558,-2.6999,22.18113,0.357,8699000,24.2333333333,23.7666666667,7.8333333333,10.5,0,28.7666666667,31.8,0,30.0666666667,25.2666666667,22.3130527567,22.459995421,21.7690147823,21.7288988258,21.3689870119,21.4313564929,22.0584668195,21.8437558151,6725000,0,170.67
Thu Feb 16 2017 04:30:00 GMT+0100 (CET),16/02/2017 04:30:00,1121.0142436476,-2.128,22.18779,0.3583333333,8699000,27.9,23.6666666667,6.7333333333,5.3666666667,0,28.7333333333,31.7,0.6375,30.4,24.2,22.3125069762,22.5386686109,21.7179490977,21.733265121,21.3680089291,21.4229870417,21.9676776544,21.8353260121,6725666.66666667,5239,1742.67
Thu Feb 16 2017 04:45:00 GMT+0100 (CET),16/02/2017 04:45:00,1191.2343376704,-1.918525,22.17447,0.3586666667,8700000,31.5666666667,24.5,3.8333333333,0.7666666667,0,28.7,31.6666666667,0.6376666667,32.2666666667,25.5666666667,22.3217720768,22.5690812721,21.5703697223,21.7370488962,21.3409148509,21.4368542717,21.9683325846,21.8751120235,6727333.33333333,4941,2941.67
Thu Feb 16 2017 05:00:00 GMT+0100 (CET),16/02/2017 05:00:00,423.9434948691,-1.858675,22.15116,0.3566666667,8700666.66666666,33.3333333333,24.9333333333,3.5,1.4,0,28.7333333333,31.6,0.636,33.6,27.0666666667,22.3233991748,22.4822017238,21.6099447804,21.7922736164,21.3452257583,21.3893288408,22.0349143722,21.8548009263,6728000,4910,3474.67
Thu Feb 16 2017 05:15:00 GMT+0100 (CET),16/02/2017 05:15:00,15.8687584302,-1.605975,22.15116,0.3613333333,8701000,28.2666666667,26.0666666667,4.2666666667,4.9333333333,0,28.7333333333,31.5,0.001,32.9,26.7,22.3037358986,22.4148100429,21.6668071955,21.8063542561,21.4381127782,21.351703739,22.0465490421,22.0344510213,6728000,7,1440.50
Thu Feb 16 2017 05:30:00 GMT+0100 (CET),16/02/2017 05:30:00,16.0592848181,-1.46965,22.16448,0.36,8701000,25.8666666667,25.0666666667,4.7333333333,7.6333333333,0,28.8,31.4666666667,0,32.2333333333,25.8333333333,22.3218309893,22.4153303825,21.6681863098,21.741355101,21.3896046094,21.5301565769,22.170130909,21.9939946121,6728000,0,321.33
Thu Feb 16 2017 05:45:00 GMT+0100 (CET),16/02/2017 05:45:00,15.9674388119,-1.38985,22.15449,0.359,8701000,25.5666666667,24.6333333333,5.3333333333,8.4,0,28.7666666667,31.4333333333,0,31.4666666667,25.3666666667,22.3220016129,22.545621127,21.7098972367,21.7329094483,21.4835990299,21.5219608563,22.2287707369,22.0303427811,6728000,0,384.67
Thu Feb 16 2017 06:00:00 GMT+0100 (CET),16/02/2017 06:00:00,15.9548568875,-1.36325,22.17114,0.3526666667,8701000,24.8,24.1333333333,6.1333333333,9.2,0,28.7,31.3666666667,0,30.7666666667,25.1,22.3030317529,22.3837244046,21.7681695673,21.732346323,21.4973736142,21.5258585715,22.216402103,21.9962064585,6728000,0,258.33
Thu Feb 16 2017 06:15:00 GMT+0100 (CET),16/02/2017 06:15:00,15.8446149156,-1.0773,22.15116,0.3303333333,8701666.66666666,24.3666666667,24.0666666667,7.3666666667,10.1333333333,0,28.6666666667,31.3,0,30.1,25,22.3153877799,22.4742454607,21.7174912933,21.7293300843,21.1874513869,21.52307664,22.1510058214,22.0459903998,6728000,0,122.67
Thu Feb 16 2017 06:30:00 GMT+0100 (CET),16/02/2017 06:30:00,390.445211872,-0.934325,22.1445,0.3506666667,8702000,25.3,23.7666666667,7.6333333333,8.2666666667,0,28.6,31.2333333333,0.635,30.3333333333,24.5333333333,22.3227564623,22.4179322805,21.7483747563,21.8191008472,20.9046465323,21.3337866313,22.0475838305,21.9136313751,6728000,5845,603.67
Thu Feb 16 2017 06:45:00 GMT+0100 (CET),16/02/2017 06:45:00,1152.8921656722,-0.83125,22.14783,0.3506666667,8702000,30.4666666667,24.4333333333,4.9,1.7666666667,0,28.5,31.2,0.6403333333,31.1666666667,24.3333333333,22.3011338476,22.416758968,21.7833775836,21.7779007697,20.8014282219,21.3133973078,22.0742743776,21.9041701655,6729333.33333333,5073.6666666667,2441.67
Thu Feb 16 2017 07:00:00 GMT+0100 (CET),16/02/2017 07:00:00,836.475339257,-0.648375,22.13118,0.3476666667,8702666.66666666,33.4,25.5666666667,3.5666666667,0.6,0.1405,17.7666666667,41.8666666667,0.6395,34.2,27.5333333333,22.3214938848,22.4139080474,21.7097043422,21.7321806446,20.5818846273,21.3300120573,21.9643272727,21.7876038616,6730000,4975.5,3163.67
Thu Feb 16 2017 07:15:00 GMT+0100 (CET),16/02/2017 07:15:00,460.2493249909,-0.5054,22.15449,0.353,8703333.33333333,31.5333333333,26.4333333333,4.2,2.4666666667,0.009,9.4666666667,46.3666666667,0.003,33.5333333333,27.1333333333,22.3190475684,22.4692419196,21.7666001506,21.7377390988,20.5592642285,21.333102774,21.9678514909,22.0230432082,6730333.33333333,18,2087.67
Thu Feb 16 2017 07:30:00 GMT+0100 (CET),16/02/2017 07:30:00,1776.3709654276,-0.475475,22.18113,0.35,8704000,26.6,25.6666666667,3.4,0.8666666667,0.0076666667,11.4333333333,45.7666666667,0,32.4333333333,26.2666666667,22.3022683024,22.3554064631,21.7905561488,21.8573291672,20.4566328085,21.451287867,22.0656922935,21.7758529224,6731000,0,596.00
Thu Feb 16 2017 07:45:00 GMT+0100 (CET),16/02/2017 07:45:00,1944.9329507799,-0.335825,22.19445,0.3476666667,8704000,26.2,24.8,2.6,0.3666666667,0.008,11.9333333333,47.1,0,31.3333333333,26.0333333333,22.322243602,22.4764398155,21.7455990912,21.8618756297,20.4049979374,21.5169659896,21.9712815005,21.8358831731,6731000,0,566.67
Thu Feb 16 2017 08:00:00 GMT+0100 (CET),16/02/2017 08:00:00,19.3989969596,-0.242725,22.24107,0.347,8704000,25.4,24.5666666667,3.5333333333,2.2333333333,0.165,11.5333333333,48.0333333333,0.0133333333,40.7666666667,25.0666666667,22.3089080155,22.5812260082,21.8101247826,21.81454748,20.3902433296,21.390194276,21.9704448845,21.7764032725,6731000,195.6666666667,333.67
Thu Feb 16 2017 08:15:00 GMT+0100 (CET),16/02/2017 08:15:00,1528.3590745254,0.09975,22.41756,0.353,8704000,24.9,24,3.4,0.7333333333,0.171,9.7333333333,48.0666666667,0,44.5666666667,24.4,22.3046201247,22.4834813955,21.7916800642,22.3745417954,20.3200829788,21.3257269131,21.8950325116,21.7736220999,6731000,0,371.33
Thu Feb 16 2017 08:30:00 GMT+0100 (CET),16/02/2017 08:30:00,1682.9362725865,0.4788,22.40424,0.3516666667,8704000,24.2666666667,24.0333333333,2.3666666667,-0.1666666667,0.012,10.8,47.0333333333,0,41.6333333333,24.3333333333,22.3220042812,22.5388511843,21.7369127731,22.1394649307,20.3321649877,21.3135118318,21.7628137427,21.5911943323,6731000,0,99.33
Thu Feb 16 2017 08:45:00 GMT+0100 (CET),16/02/2017 08:45:00,1779.7026146229,0.541975,22.39425,0.3563333333,8704000,24.0333333333,23.7333333333,1.8333333333,-0.5666666667,0.0083333333,12.3333333333,46.9,0,38.9666666667,24.3666666667,22.3216203265,22.5300813216,21.8823002262,22.0688611974,20.2618006765,21.3126683117,21.7568599259,21.6388522129,6731000,0,127.33
Thu Feb 16 2017 09:00:00 GMT+0100 (CET),16/02/2017 09:00:00,1889.2581725149,0.834575,22.39425,0.352,8704000,23.8666666667,23.6333333333,1.6333333333,-0.5666666667,0.008,12.5666666667,48.1,0,36.8333333333,24.4666666667,22.3238095649,22.5957643927,21.7743061782,21.9312110308,20.1614794292,21.2713788989,21.8172204859,21.5205901983,6731000,0,94.67
Thu Feb 16 2017 09:15:00 GMT+0100 (CET),16/02/2017 09:15:00,1218.9707141871,1.100575,22.38426,0.3553333333,8704333.33333333,28.2333333333,23.4333333333,1.6,-1,0.003,15,46.7,0.5466666667,31.9,23.7333333333,22.3150485655,22.6141659584,21.9294608315,21.9426017154,20.1830485291,21.1469039308,21.6176713503,21.4485367211,6731333.33333333,4926,1982.33
Thu Feb 16 2017 09:30:00 GMT+0100 (CET),16/02/2017 09:30:00,1187.8744810465,1.33,22.39425,0.3513333333,8705000,31.1,24.3666666667,1.1666666667,-1.6666666667,0.0073333333,14.4,48.3333333333,0.6173333333,31.8,25.3,22.3329990126,22.4672235008,21.9846265594,21.954194909,20.1790076078,21.1307791528,21.6261591004,21.3946051634,6732333.33333333,4657.3333333333,2728.00
Thu Feb 16 2017 09:45:00 GMT+0100 (CET),16/02/2017 09:45:00,16.3932888273,1.52285,22.39425,0.3576666667,8706000,31.5333333333,25,2.3666666667,0.5,0.003,15.7666666667,47.4333333333,0.003,32.7666666667,26.5,22.3031201129,22.353031401,21.9319586822,22.0391854581,20.1981356718,21.1363870303,21.6640866804,21.4334931483,6733000,20,2704.67
Thu Feb 16 2017 10:00:00 GMT+0100 (CET),16/02/2017 10:00:00,16.0774656198,1.778875,22.36428,0.3566666667,8706000,25.3666666667,25.3333333333,3.3333333333,4.7666666667,0.0013333333,18.1,44.8,0,31.9333333333,25.5333333333,22.3086222191,22.5319666406,21.8859238107,21.9759383455,20.1702961341,21.3216604626,21.7917348071,21.523905286,6733000,0,13.50
Thu Feb 16 2017 10:15:00 GMT+0100 (CET),16/02/2017 10:15:00,16.0738858453,2.098075,22.35762,0.3556666667,8706000,25.4333333333,24.6,4.7666666667,7.2666666667,0.001,20.1666666667,42.7,0,31.1333333333,25.0333333333,22.3211298459,22.6022160678,21.9361411862,21.9425215897,20.1772061147,21.3188733558,21.7631822714,21.6233387137,6733000,0,349.33
Thu Feb 16 2017 10:30:00 GMT+0100 (CET),16/02/2017 10:30:00,15.9194255013,2.251025,22.38426,0.3563333333,8706000,24.9333333333,24.1333333333,6.3333333333,8.6333333333,0.09,12.3,48.7,0,30.5,24.9,22.3067347335,22.4912090006,21.9806632415,22.0012004939,20.1074114925,21.3322392111,21.7706076877,21.6052387619,6733000,0,310.33
Thu Feb 16 2017 10:45:00 GMT+0100 (CET),16/02/2017 10:45:00,15.9289105814,2.350775,22.4109,0.355,8706000,24.3333333333,23.9666666667,7.8,9.9,0.0073333333,10.1333333333,49.0666666667,0,30.0333333333,24.8333333333,22.3103878625,22.4677460505,21.972801092,22.0051061089,20.1207389414,21.3306478007,21.8146896141,21.498364721,6733000,0,135.67
Thu Feb 16 2017 11:00:00 GMT+0100 (CET),16/02/2017 11:00:00,1138.6658644566,2.3807,22.42089,0.355,8706666.66666666,30.0333333333,23.7333333333,4.3666666667,1.2666666667,0.0023333333,13.8666666667,46.1,0.6333333333,30.7333333333,23.8666666667,22.4361472914,22.5358524317,21.9367634515,21.947235227,19.9857154704,21.4108802791,21.6535013006,21.3920154946,6733666.66666667,5065.3333333333,2592.00
Thu Feb 16 2017 11:15:00 GMT+0100 (CET),16/02/2017 11:15:00,1218.3311981586,2.357425,22.4109,0.351,8707333.33333333,32.2666666667,24.6666666667,2.6666666667,-0.3333333333,0.001,16.1666666667,43.7666666667,0.627,32.8666666667,26.4,22.5111680482,22.5578998899,21.9420735352,22.0412304096,19.9943445778,21.3260849303,21.6078432182,21.4756177365,6734666.66666667,4683.6666666667,3085.00
Thu Feb 16 2017 11:30:00 GMT+0100 (CET),16/02/2017 11:30:00,433.8033579769,2.384025,22.4109,0.3523333333,8708000,33.8333333333,25.2333333333,2.3666666667,-0.3,0.007,14.1666666667,46.4,0.312,34.2,27.8,22.5190446777,22.6519356871,21.9138520724,21.978487416,20.0070141478,21.4309402439,21.7608829988,21.5937361484,6736000,2364.5,3496.33
Thu Feb 16 2017 11:45:00 GMT+0100 (CET),16/02/2017 11:45:00,15.7662734791,2.477125,22.40091,0.351,8709000,29.3333333333,26.2333333333,3.4333333333,3.5333333333,0.0083333333,12.2333333333,48.1,0.0025,33.4666666667,26.8666666667,22.5303831754,22.536234822,21.8739642929,21.9362343699,20.0347342553,21.4273364087,21.7590074793,21.6080079503,6736000,18.5,1968.00
Thu Feb 16 2017 12:00:00 GMT+0100 (CET),16/02/2017 12:00:00,1029.8317725679,2.457175,22.42089,0.336,8709000,26.2666666667,25.8666666667,3.8333333333,2.9,0.003,14.3666666667,46.2666666667,0,32.7,25.7,22.513904063,22.5446883103,21.9891692395,21.9466466094,20.0125312121,21.4362524446,21.7692938169,21.7041902192,6736000,0,281.00
Thu Feb 16 2017 12:15:00 GMT+0100 (CET),16/02/2017 12:15:00,1897.2041473724,2.4871,22.43421,0.3506666667,8709000,26.1333333333,24.8,2.7666666667,0.4666666667,0.0013333333,17.4333333333,43.9333333333,0,31.8333333333,25.6333333333,22.5123990745,22.5374427515,21.9524785277,21.9465884474,19.9761057591,21.4142141965,21.8643975338,21.6055119739,6736000,0,520.00
Thu Feb 16 2017 12:30:00 GMT+0100 (CET),16/02/2017 12:30:00,46.3963427567,2.6866,22.46418,0.35,8709000,25.5333333333,24.6333333333,3.1,1.4,0.001,20,41.9,0.0125,37.6,24.9666666667,22.5295308456,22.6411285982,21.9346042027,21.9441778919,19.9963460626,21.4538511613,21.7577733119,21.6527658239,6736000,207,355.00
Thu Feb 16 2017 12:45:00 GMT+0100 (CET),16/02/2017 12:45:00,15.829098151,2.723175,22.46751,0.3516666667,8709000,25.0666666667,24.4,4.1666666667,5.9333333333,0.01,15.3333333333,47.0333333333,0.0043333333,45.5666666667,24.4666666667,22.5204947359,22.5598968046,21.9815880567,22.01330766,19.9997989561,21.3841839874,21.7532550243,21.599201344,6736000,107.3333333333,277.00
Thu Feb 16 2017 13:00:00 GMT+0100 (CET),16/02/2017 13:00:00,383.777807945,2.7531,22.60404,0.3473333333,8709000,24.9333333333,24.2,4.5666666667,8.4,0.003,15.7333333333,47.3,0.621,42.1333333333,24.3333333333,22.5118453398,22.5356435019,21.9823671377,21.9905048741,19.9815897006,21.3139790915,21.845128793,21.652436285,6736000,11107,245.00
Thu Feb 16 2017 13:15:00 GMT+0100 (CET),16/02/2017 13:15:00,1150.0430376039,2.9659,22.47417,0.3486666667,8709666.66666666,30.8,24.1666666667,3.8666666667,0.8666666667,0.0013333333,18.5666666667,44.5666666667,0.6303333333,31.1,24.1333333333,22.5299386886,22.5386766293,21.9306183774,21.9459492345,19.9771065158,21.3212197715,21.7568760911,21.5917110366,6737000,5083,2678.33
Thu Feb 16 2017 13:30:00 GMT+0100 (CET),16/02/2017 13:30:00,1238.0706749137,3.03905,22.44087,0.3476666667,8710333.33333333,32.9333333333,25.2333333333,2.3333333333,-0.5666666667,0.001,20.4333333333,42.4,0.6213333333,33.7666666667,27.1666666667,22.5129925982,22.5925159092,21.9358004262,21.9475685252,19.9903759163,21.3142946379,21.7539088946,21.6490582907,6738333.33333333,4762,3108.00
Thu Feb 16 2017 13:45:00 GMT+0100 (CET),16/02/2017 13:45:00,18.1417354722,3.192,22.43421,0.349,8711000,33.5,26.0666666667,3.1666666667,1.4666666667,0.001,22.2333333333,40.7333333333,0.002,33.7333333333,27.5333333333,22.5139163144,22.5952610935,21.9755262515,21.9436556099,19.9896485737,21.3116722325,21.8518159653,21.5965811946,6739000,14,3029.67
Thu Feb 16 2017 14:00:00 GMT+0100 (CET),16/02/2017 14:00:00,15.9975765333,3.221925,22.43088,0.3526666667,8712000,26.5,26.4666666667,3.9,5.7,0,23.6666666667,39.4,0,32.9666666667,26.4333333333,22.528747187,22.5381259125,21.9754760969,21.9435093032,19.9684221314,21.3905815897,21.763071955,21.7169723313,6739000,0,54.00
Thu Feb 16 2017 14:15:00 GMT+0100 (CET),16/02/2017 14:15:00,15.9205291483,3.23855,22.44087,0.3503333333,8712000,26.3666666667,25.2333333333,4.9,8,0,24.7,38.3,0,32.1666666667,25.8,22.5165508168,22.5379770121,21.9316000746,21.9706673623,19.9716569034,21.523376031,21.7541534007,21.7280925453,6739000,0,454.67
Thu Feb 16 2017 14:30:00 GMT+0100 (CET),16/02/2017 14:30:00,15.9448313874,3.354925,22.44087,0.3503333333,8712000,25.8333333333,24.8333333333,6.3,9.1333333333,0.183,13.8333333333,46.2666666667,0.002,31.4,25.6333333333,22.4602572775,22.6155141027,21.9810968596,22.0134389808,20.0939259135,21.4497918215,21.8678591087,21.7336056878,6739000,11,400.33
Thu Feb 16 2017 14:45:00 GMT+0100 (CET),16/02/2017 14:45:00,15.9447925767,3.361575,22.4109,0.3476666667,8712000,25.1,24.6333333333,7.6666666667,10.1666666667,0.004,11.4666666667,47.4,0,30.7666666667,25.4,22.3925186196,22.4829579876,21.9317397604,21.9519615206,20.4381714438,21.332239114,21.8306315745,21.7067792636,6739000,0,198.67
Thu Feb 16 2017 15:00:00 GMT+0100 (CET),16/02/2017 15:00:00,16.0635972677,3.368225,22.44087,0.351,8712000,24.8,24.3333333333,8.9,11.2,0.0016666667,14.9333333333,44.7,0,30.3,25.3,22.5133985208,22.6167994345,21.8650783191,21.9466490488,20.6495889515,21.3813516708,21.9657948665,21.8175925436,6739000,0,183.00
Thu Feb 16 2017 15:15:00 GMT+0100 (CET),16/02/2017 15:15:00,16.0184503369,3.388175,22.45752,0.351,8712000,24.4333333333,24.1333333333,10.1666666667,12.1666666667,0.001,17.8333333333,42.4666666667,0,30,24.9,22.5148255738,22.739529585,21.950019335,21.9459097208,20.752727935,21.5223139729,22.0953732634,21.7710271303,6739000,0,135.00
