Control,Time,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Tout-sup,Tout-ret,F hw,Thw in-c,Thw out,Fhp,Thp-sup,Thp-ret,R0,R1,R2,R3,R4,R5,R6,R7,Qhp,Php.1,Pbld
06/02/2017 09:30:00,Mon Feb 06 2017 09:30:00 GMT+0100 (CET),941.6960695183,0.541975,20.85246,364,8411000,23.4333333333,22.5,3.7,1.3,27,11.7333333333,32.1666666667,276,22.8666666667,22.9333333333,20.5328223397,20.5851634182,21.0202255336,21.0127479449,19.3787515389,20.0806504667,20.4384742442,20.4613947606,6434000,0,373.3333333333
06/02/2017 09:45:00,Mon Feb 06 2017 09:45:00 GMT+0100 (CET),20.5387408977,0.53865,20.86245,365,8411666.66666666,23.4666666667,22.4,4.4,3.0333333333,0.0023333333,14.0666666667,31.0666666667,0.2743333333,22.3666666667,22.4,20.5507012331,20.5737390734,20.9374878469,20.9595896922,19.2486469218,19.9935641337,20.371669058,20.4653387734,6434000,54,448.6666666667
06/02/2017 10:00:00,Mon Feb 06 2017 10:00:00 GMT+0100 (CET),25.789014449,0.495425,20.86911,365,8412000,24.4,22.2,4.7666666667,2.6,1,16,30.0333333333,275,23.7666666667,22.0666666667,20.5542733819,20.635453426,21.0200700789,21.0265927767,19.1747654054,20.0629853964,20.4706798804,20.3998358017,6434000,1964,922.6666666667
06/02/2017 10:15:00,Mon Feb 06 2017 10:15:00 GMT+0100 (CET),299.9596970755,0.4788,20.88243,0.3613333333,8412000,22.8333333333,22.2,4.9666666667,2.5,1,17.5,29.2,0.2765,21.8333333333,21.9,20.5398566238,20.6412805056,21.0236898289,21.0402475678,19.1783464201,20.0047143856,20.3730841798,20.4504271794,6434666.66666667,1,265.6666666667
06/02/2017 10:30:00,Mon Feb 06 2017 10:30:00 GMT+0100 (CET),723.2903031672,0.4921,20.88909,0.3616666667,8412000,26,22,4.8333333333,2.4333333333,128,8.1333333333,34.1666666667,0.5163333333,26.4333333333,21.8333333333,20.5361809567,20.7462509016,20.9632188644,21.0410478526,19.1796743641,19.8942308676,20.39653537,20.4007651549,6435000,5184.5,1651.6666666667
06/02/2017 10:45:00,Mon Feb 06 2017 10:45:00 GMT+0100 (CET),765.5847621414,0.615125,20.89575,362,8412666.66666666,29.3333333333,22.4333333333,2.8666666667,-0.2666666667,0.0053333333,10.1333333333,32.2333333333,0.5136666667,30,23.4,20.5567509508,20.6698219856,20.988301047,20.969394845,19.1799074539,19.8065957481,20.3770961747,20.1988339088,6436000,3928,2911
06/02/2017 11:00:00,Mon Feb 06 2017 11:00:00 GMT+0100 (CET),395.1871902508,0.63175,20.90574,0.3646666667,8413000,26.9333333333,22.9333333333,3.3333333333,2.0666666667,0.0016666667,13.1,31.0333333333,273,22.8,22.9666666667,20.5426612272,20.8302475975,20.997834313,20.955448999,19.2543370179,19.9270642868,20.1888815604,20.2486494439,6436000,0,1706
06/02/2017 11:15:00,Mon Feb 06 2017 11:15:00 GMT+0100 (CET),266.8628030246,0.81795,20.9124,0.3646666667,8413666.66666666,25.1666666667,23.0666666667,3.9666666667,1.5666666667,1,15.2666666667,30.1333333333,0.2745,22.9333333333,23,20.5527624846,20.836290449,20.9665087603,21.0178940595,19.316852526,19.9241043593,20.2916991492,20.1959905735,6436666.66666667,0,892.6666666667
06/02/2017 11:30:00,Mon Feb 06 2017 11:30:00 GMT+0100 (CET),20.7800272251,0.841225,20.9124,0.3623333333,8414000,24.1666666667,22.7,4.7333333333,3.0333333333,0.0196666667,12.3,31.9666666667,0.2756666667,22.9333333333,22.9333333333,20.5316996354,20.7114137142,21.0192662116,21.0217802112,19.3839122264,19.9451923882,20.1963133233,20.2608570041,6437000,139,660.3333333333
06/02/2017 11:45:00,Mon Feb 06 2017 11:45:00 GMT+0100 (CET),729.691805603,0.79135,20.9124,0.3626666667,8414000,25.9666666667,22.4666666667,4.7,1.9666666667,0.0203333333,10.9,32.2,0.5146666667,27.2,22.5333333333,20.5396651234,20.6966934172,20.9589519971,21.0840202386,19.387944732,19.9352645123,20.2548291044,20.2086533474,6437000,5138,1477
06/02/2017 12:00:00,Mon Feb 06 2017 12:00:00 GMT+0100 (CET),1116.0250631996,0.854525,20.93571,362,8414333.33333333,29.6,22.6666666667,2.8666666667,-0.2666666667,0.0023333333,13.6333333333,31.0666666667,0.6323333333,30.2,23.5666666667,20.5429811876,20.7572583438,21.0743141101,21.13840735,19.3812833764,19.9032961902,20.2500427702,20.1878439495,6438000,4840.3333333333,2916.6666666667
06/02/2017 12:15:00,Mon Feb 06 2017 12:15:00 GMT+0100 (CET),34.5301039434,0.9443,20.92905,363,8415000,29.3666666667,23.0666666667,2.9333333333,0.4,1,16.0666666667,30.1333333333,274,26.0333333333,23.8333333333,20.5327655967,20.7556064514,21.0188456139,21.1348046665,19.3829277361,20.047872755,20.1915723386,20.2432436223,6439000,2244,2658.6666666667
06/02/2017 12:30:00,Mon Feb 06 2017 12:30:00 GMT+0100 (CET),499.0740720649,1.08395,20.9457,0.3646666667,8416000,26.4666666667,23.5333333333,3.4333333333,0.9,1,17.6333333333,29.3333333333,0.2745,23.4,23.5333333333,20.5385745596,20.7680959772,20.9615284133,21.1413351958,19.390675258,20.0122108977,20.3251827689,20.1988304087,6439000,0,1246
06/02/2017 12:45:00,Mon Feb 06 2017 12:45:00 GMT+0100 (CET),407.5501330847,1.027425,20.96235,0.3656666667,8416000,25.3666666667,23.1666666667,4.3,3.1333333333,0.0583333333,10.7666666667,32.7666666667,185,23.7333333333,23.3666666667,20.5454245804,20.7641178333,21.0906260251,21.1827714668,19.5118499622,19.9566149801,20.1940218176,20.3967401492,6439000,510,952.6666666667
06/02/2017 13:00:00,Mon Feb 06 2017 13:00:00 GMT+0100 (CET),376.6875643572,1.087275,20.97234,0.3636666667,8416000,24.2333333333,22.8,4.6666666667,2.4333333333,3,13.4333333333,31.4666666667,0.3936666667,25.2,22.9666666667,20.5997952242,20.7633952693,21.1501837386,21.1813107465,19.5837279516,19.9568547204,20.3439529206,20.3475868787,6439000,4987,582
06/02/2017 13:15:00,Mon Feb 06 2017 13:15:00 GMT+0100 (CET),1095.5913428984,0.95095,20.99232,0.3623333333,8416666.66666666,29.2,22.6,3.3666666667,0.1333333333,0.0013333333,15.6666666667,30.4,635,29.6666666667,22.8333333333,21.0254654762,20.9055522764,21.1523693594,21.1855822547,19.570437512,19.956207843,20.3318912212,20.396412221,6440000,5029.6666666667,2777.6666666667
06/02/2017 13:30:00,Mon Feb 06 2017 13:30:00 GMT+0100 (CET),401.1214011639,0.5985,21.46518,0.3636666667,8417333.33333333,30.1333333333,23.2,2.6666666667,-0.2,1,17.6666666667,29.5,454,28.8666666667,24.4666666667,21.3368995638,21.3227089588,21.1866141248,21.1539425164,19.5841919875,20.1327762186,20.3800207357,20.4645219703,6441000,4845,2929.3333333333
06/02/2017 13:45:00,Mon Feb 06 2017 13:45:00 GMT+0100 (CET),120.215547851,0.495425,21.73491,365,8418000,26.2666666667,23.5333333333,3.5333333333,1.1666666667,1,19,28.7666666667,275,23.2,23.6,21.5394808445,21.5416132055,21.1089526933,21.1528067659,19.5803488262,20.1377404998,20.4565114496,20.3928503279,6441000,0,1164.6666666667
06/02/2017 14:00:00,Mon Feb 06 2017 14:00:00 GMT+0100 (CET),365.7911430964,0.395675,21.78819,0.3636666667,8418000,24.1,23.2666666667,4.4333333333,2.5666666667,0,19.9,28.1333333333,275,23.3,23.4666666667,21.6616603333,21.5729118191,21.1983979481,21.1591673347,19.6131178285,20.1381453254,20.3750974673,20.4782916439,6441000,0,344
06/02/2017 14:15:00,Mon Feb 06 2017 14:15:00 GMT+0100 (CET),522.5932859156,0.35245,21.82815,0.3646666667,8418000,23.4,22.7333333333,4.7333333333,2.7333333333,0,20.7,27.7,276,22.9666666667,23.0333333333,21.7343135957,21.5678277802,21.205365419,21.1520975733,19.7602551714,20.1525853887,20.3775140659,20.3940995676,6441000,0,278.3333333333
06/02/2017 14:30:00,Mon Feb 06 2017 14:30:00 GMT+0100 (CET),496.8331146982,0.029925,21.85812,0.3646666667,8418000,24.0666666667,22.5,4.6333333333,2.0333333333,29,9.7333333333,35.2666666667,0.2745,22.8666666667,22.6333333333,21.7296793103,21.7433191274,21.1509076349,21.1429190705,19.9287125416,20.261013577,20.4246989209,20.4012224244,6441000,272,703.6666666667
06/02/2017 14:45:00,Mon Feb 06 2017 14:45:00 GMT+0100 (CET),32.6843840197,-0.01995,21.89475,365,8418000,23.8666666667,22.4333333333,5.1333333333,3.2,0.0033333333,11,33.9,0.2733333333,23,22.4,21.4642612556,21.5516254917,21.1811658853,21.1336315577,20.2649012961,20.2629071779,20.3770843327,20.6571671528,6441000,798,607.3333333333
06/02/2017 15:00:00,Mon Feb 06 2017 15:00:00 GMT+0100 (CET),20.1242725415,-0.23275,21.75822,0.3626666667,8418000,22.6333333333,22.4,5.7,4.6333333333,0.0013333333,13.5333333333,32.6333333333,0.2746666667,22.1333333333,22.2666666667,21.3404756355,21.4259692915,21.1590445366,21.1490086702,20.4020707063,20.161253531,20.5828016632,20.6109013049,6441000,0,100.3333333333
06/02/2017 15:15:00,Mon Feb 06 2017 15:15:00 GMT+0100 (CET),883.2360260574,-0.16625,21.56841,358,8418000,22.5333333333,22.2666666667,5.3333333333,3.5666666667,1,15.6,31.5333333333,273,22.1,22.1666666667,21.1319846377,21.371451942,21.1621853914,21.2197401758,20.3607322652,20.1420844066,20.7753580957,20.663136683,6441000,0,97.3333333333
06/02/2017 15:30:00,Mon Feb 06 2017 15:30:00 GMT+0100 (CET),1614.3465560291,-532,21.42522,0.3603333333,8418000,22.3666666667,22.1666666667,3.4333333333,0.7,0.0256666667,12.6333333333,35.9666666667,0,22.1,22.1,21.0801090949,21.3990427749,21.2159171949,21.2568179268,20.2388874853,20.1380741794,20.3855509256,20.5376196332,6441000,0,90
06/02/2017 15:45:00,Mon Feb 06 2017 15:45:00 GMT+0100 (CET),1735.1221717162,-0.701575,21.28203,0.3616666667,8418000,22.2333333333,22.0666666667,2.5333333333,-0.0333333333,0.0023333333,14.9,34.5666666667,0,22.1,22.1333333333,20.9446205175,21.3149692838,21.1459338142,21.1693271468,20.0420993699,20.0880973433,20.4275791663,20.4415708872,6441000,0,70.6666666667
06/02/2017 16:00:00,Mon Feb 06 2017 16:00:00 GMT+0100 (CET),1807.6802378011,-0.807975,21.19545,0.3626666667,8418000,22.1333333333,22,2,-0.3666666667,1,16.6333333333,33.2,0,22.1333333333,22.2333333333,20.9614552166,21.1135553127,21.2115771711,21.1438108258,19.7980565819,20.0580519483,20.3813616421,20.4055778654,6441000,0,63.6666666667
06/02/2017 16:15:00,Mon Feb 06 2017 16:15:00 GMT+0100 (CET),1343.9996167589,-0.708225,21.16548,0.3573333333,8418666.66666666,26.8333333333,21.9666666667,1.7666666667,-0.8666666667,1,18.5,32.2,0.6265,26.4,21.8666666667,20.9615289128,20.9721774146,21.1695095375,21.1634689125,19.805772522,19.9470866616,20.3497405165,20.3383428408,6441666.66666667,5005,2011
06/02/2017 16:30:00,Mon Feb 06 2017 16:30:00 GMT+0100 (CET),1121.4301422894,-0.7714,21.15882,0.3596666667,8419000,29.1333333333,22.6,1.3333333333,-1.6,0.0223333333,13.5333333333,46.7,619,29.6,23.1333333333,20.8704438931,20.9742286881,21.1469340176,21.1440266717,19.6475457003,19.9530574684,20.1900313666,20.3293996256,6442666.66666667,4660.3333333333,2730.6666666667
06/02/2017 16:45:00,Mon Feb 06 2017 16:45:00 GMT+0100 (CET),973.9266754046,-0.761425,21.15216,359,8420000,31.6,23.4333333333,1,-1.9,0.0023333333,16.1,44.3666666667,0.6083333333,32.1,25.5333333333,20.7470036444,20.9685724945,21.2009930405,21.1332844696,19.5985486963,19.968297706,20.1853073129,20.1921780301,6444000,4631,3386.6666666667
06/02/2017 17:00:00,Mon Feb 06 2017 17:00:00 GMT+0100 (CET),15.9678465292,-0.91105,21.16215,0.3613333333,8421000,31.8666666667,24.2333333333,2.1666666667,0.35,1,18.3333333333,41.8333333333,2,32.3,25.8,20.8035044565,20.9534232876,21.2069841052,21.1607646439,19.5277179868,20.0382543484,20.2484379695,20.2524195803,6444000,18,3200.6666666667
06/02/2017 17:15:00,Mon Feb 06 2017 17:15:00 GMT+0100 (CET),15.9385805592,-0.9443,21.16881,0.3636666667,8421000,24.5,24.3,3.0666666667,4.2666666667,1,20.1333333333,39.8,0,31.3,24.5,20.964055622,21.0243247193,21.1430699595,21.1514213629,19.414841748,20.1285079573,20.1884974053,20.3916119507,6444000,0,89.3333333333
