Time,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld,sup,Tbld,ret,Tout,sup,Tout,ret,F hw,Thw in,c,Thw out,Fhp,Thp,sup,Thp,ret,R0,R1,R2,R3,R4,R5,R6,R7,Qhp,Php.1,Pbld
Sat Mar 18 2017 18:00:00 GMT+0100 (CET),0.00,4.7481,22.8105,357,9242000,24.6333333333,24.6666666667,5.1,5.3666666667,0.0186666667,12.8666666667,45.9333333333,0,31.2,24.5333333333,22.044202223,22.13142303,21.7395827793,22.7274867059,20.9581629683,21.309046461,21.7634043977,21.6439694626,7266000,0,0.00,,,,,,,
Sat Mar 18 2017 18:15:00 GMT+0100 (CET),117.00,4.48875,22.81383,0.3543333333,9242000,24.5,23.6333333333,4.3,1.9,0.0176666667,11.1666666667,46.3666666667,0,30.5666666667,24.2666666667,22.0422785844,22.1480982725,21.7952717263,22.8021416423,20.9761489615,21.3100395966,21.8397514753,21.581650528,7266000,0,351.00,,,,,,,
Sat Mar 18 2017 18:30:00 GMT+0100 (CET),118.33,4.2693,22.81716,355,9242000,24,23.1666666667,3.8,1.8,0.0166666667,10.5666666667,48.4,16,31.3,24.1333333333,21.9689295899,22.1462754985,21.7811142204,22.7342316922,20.9481708401,21.3137999975,21.6954136406,21.6724507731,7266000,179,355.00,,,,,,,
Sat Mar 18 2017 18:45:00 GMT+0100 (CET),113.22,3.926825,22.79052,0.3543333333,9242000,23.8,22.9666666667,4.7333333333,5.5333333333,0.0023333333,14.8666666667,45.6333333333,0.0063333333,45.6,23.3666666667,22.0040554219,22.1475681646,21.7437668997,22.7239223832,20.9669803201,21.2515272974,21.7134604203,21.5847090161,7266000,168,339.67,,,,,,,
Sat Mar 18 2017 19:00:00 GMT+0100 (CET),49.00,3.634225,22.83714,355,9242333.33333333,23.2,22.8333333333,5.3666666667,9.3333333333,0.0176666667,12.0333333333,49.4333333333,0,43.8,23.3333333333,22.0702967446,22.1562731044,21.7487679212,22.7233284062,20.8322124444,21.1502248509,21.6381275171,21.5140935098,7266000,0,147.00,,,,,,,
Sat Mar 18 2017 19:15:00 GMT+0100 (CET),42.00,3.467975,22.81716,0.3503333333,9243000,23,22.6666666667,6.1,10.3,0.0023333333,16.2,46.5,0,42.0333333333,23.6,22.0372829668,22.2853464728,21.7884764852,22.7263443124,20.8011571947,21.1349142648,21.5733577117,21.3923205728,7266000,0,126.00,,,,,,,
Sat Mar 18 2017 19:30:00 GMT+0100 (CET),34.56,3.21195,22.79718,0.3546666667,9243000,22.9,22.6333333333,7.2333333333,11,1,19.0333333333,44.1333333333,0,40.2,23.8666666667,22.0179007297,22.1942023213,21.7936976956,22.7987786172,20.7922855316,21.1452656421,21.6333975665,21.4357080959,7266000,0,103.67,,,,,,,
Sat Mar 18 2017 19:45:00 GMT+0100 (CET),876.11,2.87945,22.77387,0.3523333333,9243000,29.0666666667,22.6333333333,5.2333333333,2.0666666667,1,20.8333333333,42.1666666667,654,29.3666666667,22.6,22.0111022345,22.14828382,21.7447876046,22.741481982,20.7602454247,21.1712524988,21.6095248499,21.33204564,7267333.33333333,5147.6666666667,2628.33,,,,,,,
Sat Mar 18 2017 20:00:00 GMT+0100 (CET),1072.89,2.869475,22.73391,0.3536666667,9243666.66666666,31.3666666667,23.5333333333,3.5,0.5333333333,0,22.5666666667,40.4333333333,647,32.3,25.7,21.9313393746,22.1464755909,21.7521798899,22.5434574081,20.745549398,21.1721272926,21.5729279024,21.4402980033,7268666.66666667,4919.3333333333,3218.67,,,,,,,
Sat Mar 18 2017 20:15:00 GMT+0100 (CET),1038.11,2.58685,22.72392,0.3506666667,9244333.33333333,32.1333333333,24.4666666667,4.0666666667,2.3666666667,0,24.1333333333,39.1666666667,0,32.6,26.5666666667,21.9105794007,22.1456413177,21.79769127,22.6468219258,20.7808383008,21.2436215391,21.6591165504,21.503895931,7269000,0,3114.33,,,,,,,
Sat Mar 18 2017 20:30:00 GMT+0100 (CET),12.67,2.517025,22.73058,0.3583333333,9245000,24.9333333333,24.8666666667,4.6333333333,6.6333333333,0.0846666667,8.1666666667,50.3,0,31.9666666667,25.8333333333,21.9412727594,22.1385774627,21.7396629622,22.5331522964,20.8091286029,21.3532955057,21.8269482146,21.594298168,7269000,0,38.00,,,,,,,
Sat Mar 18 2017 20:45:00 GMT+0100 (CET),123.33,2.703225,22.75389,0.3563333333,9245000,24.8333333333,23.9333333333,5.1,8.0666666667,0.0046666667,10.9666666667,47,0,31.2333333333,24.7333333333,21.9292833544,22.1554037022,21.8321991575,22.6072015017,20.9283007424,21.410150604,21.970708932,21.8378159391,7269000,0,370.00,,,,,,,
Sat Mar 18 2017 21:00:00 GMT+0100 (CET),129.89,2.69325,22.92372,354,9245000,24.3333333333,23.4,5.3666666667,4.4333333333,0.4506666667,8.9,48,0,30.6666666667,24.2666666667,21.9396396264,22.1795553459,21.9547486718,23.0912286125,20.8360382667,21.3379774134,22.0820602171,21.7813411075,7269000,0,389.67,,,,,,,
Sat Mar 18 2017 21:15:00 GMT+0100 (CET),54.22,2.403975,23.01363,355,9245000,23.5333333333,23.1666666667,3.8666666667,0.9333333333,169,10.5333333333,38.3666666667,0,30.0333333333,24.1333333333,21.9092585209,22.2115285788,21.930901875,23.1337661183,20.9882305818,21.3345947497,21.9656170392,21.8326841108,7269000,0,162.67,,,,,,,
Sat Mar 18 2017 21:30:00 GMT+0100 (CET),53.11,2.736475,22.8771,0.3553333333,9245000,23.3,22.9,2.7333333333,,0.0666666667,0.0173333333,11.6,35.2,0,29.1,24.2333333333,21.9358064809,22.139719727,21.9898343254,22.9233555348,20.9858063538,21.3128690182,21.9638626111,21.9713991489,7269000,0,159.33,,,,,,
Sat Mar 18 2017 21:45:00 GMT+0100 (CET),38.67,2.7265,22.88043,0.3556666667,9245000,23.1,22.7666666667,2.0333333333,,0.6,0.0023333333,14.9333333333,34.0333333333,0,28.2666666667,24.2666666667,21.9878850223,22.1501259568,21.989998702,22.8194084907,20.9492835091,21.2611241153,22.0679562174,22.0331034072,7269000,0,116.00,,,,,,
Sat Mar 18 2017 22:00:00 GMT+0100 (CET),32.67,2.623425,22.82382,351,9245000,22.9,22.6666666667,1.7,,0.7666666667,1,17.3,33.1,0,27.6333333333,24.4333333333,21.9237128818,22.1458864636,21.9300539475,22.8025255931,20.8895687194,21.3146709625,21.9672087262,21.9157143667,7269000,0,98.00,,,,,,
Sat Mar 18 2017 22:15:00 GMT+0100 (CET),330.22,2.60015,22.80384,0.3543333333,9245000,25.0666666667,22.6333333333,1.5333333333,,0.9666666667,1,19.3,32.2333333333,648,27.8,23.8333333333,21.9126037428,22.1454464543,21.9401409663,22.7222047613,20.8818390712,21.2000532373,21.967255176,22.0520680804,7269333.33333333,4879,990.67,,,,,,
Sat Mar 18 2017 22:30:00 GMT+0100 (CET),857.11,2.3674,22.78386,0.3533333333,9246000,29.1,22.8333333333,1.3333333333,,1.5,0,21.2666666667,31.7,0.6246666667,29.5666666667,23.2666666667,21.9214865232,22.1307255361,21.9830191083,22.7266265283,20.7928648073,21.1910373015,22.0377595412,21.9791020675,7270333.33333333,4590.3333333333,2571.33,,,,,,
Sat Mar 18 2017 22:45:00 GMT+0100 (CET),1025.00,2.21445,22.74057,0.3546666667,9246333.33333333,31.4,23.9,1.0333333333,,1.7,0,22.8666666667,31.5,608,32.1,25.6333333333,21.9224889978,22.2443070848,21.862867782,22.7287343768,20.8333560123,21.1936556116,21.9766506539,22.028879329,7271000,4529,3075.00,,,,,,
Sat Mar 18 2017 23:00:00 GMT+0100 (CET),794.00,2.184525,22.71726,0.3526666667,9247000,28.4333333333,24.6333333333,1,,1.2333333333,0,24.3,31.5666666667,0,31.4666666667,25.5333333333,21.916071329,22.1629416095,21.7372778714,22.7616440078,20.9403148133,21.3173241257,22.0896926356,21.9866506323,7271000,0,2382.00,,,,,,
Sat Mar 18 2017 23:15:00 GMT+0100 (CET),54.56,2.004975,22.75389,0.3566666667,9247000,24.8333333333,24.4,1.5333333333,,0.4666666667,0,25.2333333333,31.6333333333,17,30.9333333333,25.1666666667,21.9137681285,21.9410864976,21.7648245705,22.7825337585,21.1022120369,21.3141543538,22.212602535,22.0458624284,7271000,129,163.67,,,,,,
Sat Mar 18 2017 23:30:00 GMT+0100 (CET),190.22,1.81545,22.75389,0.3543333333,9247000,24.9333333333,23.5333333333,2.9333333333,2.7666666667,0,26.4333333333,31.7666666667,0.0063333333,45.6333333333,24.1333333333,21.8529227277,21.9366846,21.7705428151,22.6571461059,21.2446540572,21.3224642231,22.1767501241,21.9841150337,7272000,158,570.67,,,,,,,
Sat Mar 18 2017 23:45:00 GMT+0100 (CET),70.22,1.639225,22.73724,0.3523333333,9247000,23.9,23.3333333333,4.2333333333,6.7,0,27.8666666667,31.9333333333,0,44.0666666667,24.1,21.732063519,21.8701989833,21.7290892893,22.5966569014,21.367220072,21.319093877,22.1762827739,22.0482689182,7272000,0,210.67,,,,,,,
Sun Mar 19 2017 00:00:00 GMT+0100 (CET),590.11,1.3965,22.72392,0.3273333333,9247666.66666666,27.6666666667,23.1333333333,4.3666666667,3.3666666667,0,28.4666666667,32.1,0.6193333333,34.2666666667,23.4666666667,21.7342816587,21.73718263,21.7933268972,22.5452778745,21.3418923215,21.3216297675,22.227774155,21.9770207047,7272333.33333333,7654.6666666667,1770.33,,,,,,,
Sun Mar 19 2017 00:15:00 GMT+0100 (CET),897.67,266,22.68729,0.3456666667,9248333.33333333,31.2666666667,24.5666666667,2.4333333333,,0.4666666667,0,28.4666666667,32.2,0.6196666667,32,25.5333333333,21.7424015454,21.752696975,21.7779333894,22.5518954395,21.3545043321,21.3261102123,22.1676933253,22.035749259,7273333.33333333,4688,2693.00,,,,,,
Sun Mar 19 2017 00:30:00 GMT+0100 (CET),1088.11,,0.07315,22.68729,345,9249000,33.3666666667,25.2,2.1,,0.6,0,28.4333333333,32.1666666667,613,33.8666666667,27.4333333333,21.7296545434,21.7732077746,21.7466002641,22.5936588928,21.3484487086,21.3861422213,22.152567912,21.986394446,7274000,4653,3264.33,,,,,
Sun Mar 19 2017 00:45:00 GMT+0100 (CET),629.89,,0.12635,22.67064,0.3503333333,9250000,30.4333333333,25.7666666667,3.2333333333,3,0,28.5666666667,32.1333333333,0,33.3,27.2666666667,21.7364497612,21.8695859651,21.7655697918,22.5368325963,21.437762943,21.5108187121,22.2213140804,22.0996779015,7274000,0,1889.67,,,,,,
Sun Mar 19 2017 01:00:00 GMT+0100 (CET),168.33,,0.43225,22.65732,0.3476666667,9250000,26.0333333333,24.7666666667,4.2,6.7,0,28.6,32.1333333333,0,32.6333333333,26.4666666667,21.7358542695,21.794858168,21.7885993931,22.540812065,21.4596115098,21.5232500965,22.2162374196,21.9863626876,7274000,0,505.00,,,,,,
Sun Mar 19 2017 01:15:00 GMT+0100 (CET),172.67,,0.40565,22.65066,0.3466666667,9250000,25.4333333333,24.1,5.6,8.4,0,28.7,32.1,0,31.9,25.9333333333,21.7261357138,21.7505714296,21.7774066865,22.543538096,21.5425428197,21.5238977251,22.1541738253,22.0362480465,7274000,0,518.00,,,,,,
Sun Mar 19 2017 01:30:00 GMT+0100 (CET),93.44,,0.701575,22.63068,0.3476666667,9250000,24.3666666667,23.6333333333,7.1333333333,9.6,0,28.7,32.0333333333,0,31.1666666667,25.6333333333,21.7151457186,21.7458456574,21.7394785775,22.5709400199,21.5778368506,21.4097411514,22.1714875548,21.9661796125,7274000,0,280.33,,,,,,
Sun Mar 19 2017 01:45:00 GMT+0100 (CET),820.78,,0.8512,22.62402,345,9250333.33333333,29.9333333333,23.8,4.3666666667,1.2666666667,0,28.7,31.9666666667,0.62,30.7333333333,23.8333333333,21.730970287,21.7506505783,21.756789435,22.6122984311,21.5811608866,21.3304650967,22.0262709661,21.9119591426,7275333.33333333,4988.6666666667,2462.33,,,,,,
Sun Mar 19 2017 02:00:00 GMT+0100 (CET),1065.78,,1.08395,22.59405,0.3543333333,9251000,31.9666666667,24.1666666667,2.7,,0.1666666667,0,28.7,31.9,0.6203333333,32.6333333333,26.1333333333,21.7358347749,21.7553958066,21.7243712918,22.5489716324,21.5152554454,21.3490082252,21.9627398339,21.7912344218,7276333.33333333,4689,3197.33,,,,,
Sun Mar 19 2017 02:15:00 GMT+0100 (CET),1135.33,,1.1837,22.56741,0.3513333333,9252000,33.6,25.2333333333,2.3666666667,,0.3,0,28.7333333333,31.8666666667,612,34.0666666667,27.6,21.7297033365,21.7476717821,21.5622367028,22.5409976084,21.5498357289,21.3947191613,21.9829819342,22.0096699659,7277000,4656,3406.00,,,,,
Sun Mar 19 2017 02:30:00 GMT+0100 (CET),498.78,,1.300075,22.55742,356,9253000,29.1666666667,25.6,3.4666666667,3.4666666667,0,28.8333333333,31.8,0,33.5,27.2666666667,21.715557447,21.7415195957,21.6336938831,22.5408462274,21.5521389828,21.5518856945,22.0483918809,21.9756837903,7277000,0,1496.33,,,,,,
Sun Mar 19 2017 02:45:00 GMT+0100 (CET),143.89,,1.29675,22.56075,346,9253000,25.9333333333,24.8666666667,4.2666666667,6.9666666667,0,28.8333333333,31.7666666667,0,32.7,26.6,21.7329346395,21.8576452511,21.6092822281,22.5360270708,21.5870015288,21.6468326849,21.9685177443,22.0403404935,7277000,0,431.67,,,,,,
Sun Mar 19 2017 03:00:00 GMT+0100 (CET),221.44,,1.60265,22.57407,0.3533333333,9253000,25.4666666667,23.8333333333,5.4666666667,8.4666666667,0,28.8666666667,31.7,0,32.0666666667,26.1333333333,21.7447441232,21.8325609283,21.5402212109,22.6274724127,21.584026789,21.644124622,21.9768847208,22.1074954916,7277000,0,664.33,,,,,,
Sun Mar 19 2017 03:15:00 GMT+0100 (CET),48.11,,1.66915,22.55409,0.3526666667,9253000,24.2,23.8,6.9,9.5666666667,0,28.8333333333,31.6,0,31.3,25.7333333333,21.7465526055,21.7567169116,21.6216809144,22.5530237835,21.5562045124,21.5127741548,22.0789447778,22.2269980314,7277000,0,144.33,,,,,,
Sun Mar 19 2017 03:30:00 GMT+0100 (CET),615.44,,1.552775,22.55076,0.3543333333,9253333.33333333,27.9333333333,23.4333333333,5.9333333333,4.6666666667,0,28.8333333333,31.5333333333,0.6246666667,30.8333333333,24.0666666667,21.7295577886,21.7464291363,21.5678924281,22.5267197687,21.5482373673,21.4707338123,21.9660040484,22.1242760607,7277666.66666667,4852.6666666667,1846.33,,,,,,
Sun Mar 19 2017 03:45:00 GMT+0100 (CET),950.78,,1.6093,22.52745,0.3526666667,9254000,31.3666666667,24.4333333333,3.2333333333,0.2333333333,0,28.7333333333,31.4666666667,624,32.0666666667,25.4666666667,21.7442326441,21.7537352063,21.5519444238,22.5145310795,21.549517407,21.3878324361,21.9681477105,22.0072901865,7279333.33333333,4796,2852.33,,,,,,
Sun Mar 19 2017 04:00:00 GMT+0100 (CET),1119.11,,1.832075,22.50747,0.3473333333,9254666.66666666,33.5333333333,25.2,2.5333333333,,0.2333333333,0,28.8,31.4333333333,611,33.9,27.4,21.7333424722,21.7539272637,21.5896203693,22.512942489,21.5538346805,21.394000999,22.1383950876,22.0213998375,7280000,4677,3357.33,,,,,
Sun Mar 19 2017 04:15:00 GMT+0100 (CET),677.67,,1.898575,22.52079,0.3556666667,9255666.66666666,30.6666666667,25.7333333333,3.6,3.2666666667,0,28.9,31.4,0,33.3666666667,27.3,21.7425994712,21.7543302431,21.5828928474,22.540401929,21.5835665378,21.4618653696,22.1507672266,21.9868306053,7280000,0,2033.00,,,,,,
Sun Mar 19 2017 04:30:00 GMT+0100 (CET),125.89,,2.08145,22.52079,0.3486666667,9256000,26.0333333333,25.1,4.2666666667,6.8333333333,0,28.9,31.2666666667,0,32.5666666667,26.5,21.730675495,21.7501739523,21.5358667885,22.5386833348,21.5825521571,21.5250398585,22.3040703504,22.0409589256,7280000,0,377.67,,,,,,
Sun Mar 19 2017 04:45:00 GMT+0100 (CET),185.00,,2.231075,22.50414,0.3473333333,9256000,25.7,24.3333333333,5.2,8.3666666667,0,28.9,31.2,0,31.8333333333,25.9333333333,21.7494712671,21.8477646846,21.5833383705,22.3437489573,21.5604683095,21.5228058228,22.4673861718,21.99056081,7280000,0,555.00,,,,,,
Sun Mar 19 2017 05:00:00 GMT+0100 (CET),71.44,,2.204475,22.50747,0.3456666667,9256000,24.5666666667,24.0333333333,6.4333333333,9.3666666667,0,28.8333333333,31.1666666667,0,31.1333333333,25.6333333333,21.7471641339,21.8472905748,21.5942247875,22.33591531,21.5531757676,21.5211152557,22.283487631,22.0383635684,7280000,0,214.33,,,,,,
Sun Mar 19 2017 05:15:00 GMT+0100 (CET),104.22,,2.3275,22.50414,354,9256000,24.2333333333,23.4666666667,7.8,10.4333333333,0,28.7666666667,31.1,0,30.4,25.4333333333,21.7503611666,21.7659438058,21.5808188983,22.3309119997,21.570255749,21.4596762875,22.1731608816,21.9925676496,7280000,0,312.67,,,,,,
Sun Mar 19 2017 05:30:00 GMT+0100 (CET),851.11,,2.610125,22.4775,0.3516666667,9256333.33333333,29.8666666667,23.6,4.8666666667,1.7333333333,0,28.7666666667,31.0666666667,0.6276666667,30.5333333333,23.5333333333,21.7275890734,21.7515342912,21.5421975885,22.3337994156,21.5829314786,21.3203548874,22.2608056413,22.0316546998,7281000,5083.3333333333,2553.33,,,,,,
Sun Mar 19 2017 05:45:00 GMT+0100 (CET),1005.33,,2.56025,22.44753,0.3536666667,9257000,32.1,24.7333333333,3.1,0.1666666667,0,28.6333333333,31,622,32.7,26.1666666667,21.7466830973,21.7536590117,21.5883730712,22.4085536656,21.5656237406,21.3133607387,22.149945459,21.9380441864,7282333.33333333,4708,3016.00,,,,,,
Sun Mar 19 2017 06:00:00 GMT+0100 (CET),1095.44,,2.570225,22.46085,353,9258000,33.4333333333,25.4,3.1,0.7,0,28.7333333333,30.9666666667,0,33.7,27.3666666667,21.7465982799,21.7559394226,21.5937782884,22.3546968529,21.494334113,21.3729157254,22.0897161604,22.0159317092,7283000,0,3286.33,,,,,,
Sun Mar 19 2017 06:15:00 GMT+0100 (CET),332.00,,2.896075,22.45086,358,9258000,28.2,25.7666666667,4,4.9666666667,0,28.7333333333,30.9,0,32.9,26.9333333333,21.7456773704,21.7555066592,21.5362912925,22.3392692909,21.3526963312,21.5223004312,22.0937113755,22.0506680438,7283000,0,996.00,,,,,,
Sun Mar 19 2017 06:30:00 GMT+0100 (CET),159.78,,2.67995,22.43421,0.3563333333,9258666.66666666,26,24.8666666667,4.6666666667,7.7,0,28.7,30.8666666667,0,32.2,26.2666666667,21.7266802795,21.7521673298,21.5457178869,22.3325634593,21.3914157706,21.5219597989,22.0284388811,22.2239298884,7283000,0,479.33,,,,,,
Sun Mar 19 2017 06:45:00 GMT+0100 (CET),148.67,,1.692425,22.4442,346,9259000,25.4333333333,24.3333333333,5.4666666667,8.5666666667,0,28.7666666667,30.8,0,31.5333333333,25.8,21.7457649708,21.7812226309,21.5976314282,22.3358845521,21.3163657259,21.4538546438,21.9680765236,22.2377573989,7283000,0,446.00,,,,,,
Sun Mar 19 2017 07:00:00 GMT+0100 (CET),74.44,,0.754775,22.43421,349,9259000,24.5333333333,23.9666666667,6.4666666667,9.5,0.1663333333,8.8,47.1666666667,0,30.7333333333,25.5,21.835425303,21.9100733335,21.6126699255,22.4545358702,21.1724981664,21.3828926746,22.097994639,22.225944588,7283000,0,223.33,,,,,,
Sun Mar 19 2017 07:15:00 GMT+0100 (CET),61.89,0.07315,22.60071,0.3476666667,9259000,24.1333333333,23.7,5.0333333333,3.5333333333,0.0213333333,8.9333333333,45.6666666667,0,30.2333333333,24.7333333333,21.8682877508,21.9097145349,21.7935738732,22.6021902407,21.1549541603,21.3102418613,21.9750402326,22.1705962535,7283000,0,185.67,,,,,,,
Sun Mar 19 2017 07:30:00 GMT+0100 (CET),47.78,0.581875,22.56075,0.3433333333,9259000,23.9,23.5,3.6333333333,1.2333333333,17,10.6,45.2333333333,0,29.5,24.6666666667,21.9119257015,21.9344212745,21.8018881269,22.548044285,21.1637728515,21.3163914473,21.9689309009,22.2266791691,7283000,0,143.33,,,,,,,
Sun Mar 19 2017 07:45:00 GMT+0100 (CET),53.22,1.559425,22.55409,0.3466666667,9259000,23.6333333333,23.2333333333,2.8666666667,0.6333333333,0.0196666667,10.6333333333,47,0,28.6333333333,24.7333333333,21.9302245251,21.938437771,21.7424594294,22.5361785295,21.1880446956,21.3100559505,22.0264737241,22.1655095875,7283000,0,159.67,,,,,,,
Sun Mar 19 2017 08:00:00 GMT+0100 (CET),636.00,2.264325,22.68063,353,9259000,27.8666666667,23.2,2.4,,0.1666666667,0.2873333333,9.6666666667,48.9333333333,675,29.1,23.7666666667,21.9303794503,21.9390335002,21.8006957221,22.7984774329,21.1828500788,21.3107996404,21.9987633609,22.1101339952,7283666.66666667,4991,1908.00,,,,,,
Sun Mar 19 2017 08:15:00 GMT+0100 (CET),500.78,3.4447,23.09688,0.3546666667,9260000,27.9333333333,24.3,1.7666666667,,0.8666666667,312,9.9666666667,45,0,29.2666666667,23.3666666667,21.9271932718,22.0085188328,21.8024062257,23.5624166977,21.1599354857,21.3120816104,21.967406879,21.7755321604,7284000,0,1502.33,,,,,,
Sun Mar 19 2017 08:30:00 GMT+0100 (CET),41.50,4.75475,22.67397,357,9260000,24.3666666667,24.2333333333,1.4,,1.2333333333,0.02,11.4666666667,40.3,0,28.7,23.5333333333,21.9102025527,22.0791751309,21.7678037811,23.181246915,21.1884964437,21.3121313141,21.9599662315,21.828408945,7284000,0,124.50,,,,,,
Sun Mar 19 2017 08:45:00 GMT+0100 (CET),83.89,6.25765,22.75389,349,9260000,24.1666666667,23.5666666667,1.2333333333,,1.4,0.0173333333,11.4,39.6666666667,0,28.0666666667,23.6333333333,21.9273820808,22.1220008589,21.7501024066,22.9256706503,21.1874738316,21.3325260597,21.9427807678,21.7176088162,7284000,0,251.67,,,,,,
Sun Mar 19 2017 09:00:00 GMT+0100 (CET),858.89,6.400625,22.7772,354,9260000,29.6333333333,23.4,1.0666666667,,1.7,19,11.3,40.8666666667,0.6226666667,29.9,23.4666666667,22.0753216109,22.0294806576,21.8277109681,22.9331382611,21.1589163822,21.3358185088,21.7666153299,21.6584430736,7285000,4655.6666666667,2576.67,,,,,,
Sun Mar 19 2017 09:15:00 GMT+0100 (CET),929.33,6.64335,22.76721,0.3556666667,9261000,31.0333333333,24.3,0.8333333333,,1.9,3,14.7333333333,38.9333333333,0.6015,31.8666666667,25.6,22.1389855059,22.0143890086,21.8012767896,22.9454803148,21.1620846093,21.332592962,21.7666217866,21.5849782871,7286000,4283.5,2788.00,,,,,,
Sun Mar 19 2017 09:30:00 GMT+0100 (CET),539.89,6.2244,22.78719,0.3546666667,9261666.66666666,28.8333333333,24.8666666667,0.7666666667,,1.7666666667,19,11.5,40.8666666667,0,31.8,25.9,22.12296568,21.9392446912,21.8626098828,23.0287796512,21.1910550252,21.3716282668,21.9009045086,21.6497258693,7286000,0,1619.67,,,,,,
Sun Mar 19 2017 09:45:00 GMT+0100 (CET),31.33,5.8254,22.81716,357,9262000,25.0666666667,24.8,0.8333333333,,1.5333333333,0.0023333333,15,38.8666666667,0,30.9,25.7,22.1404080145,22.0678528135,21.9567006617,22.8672791915,21.1736456797,21.5484697882,21.9034072026,21.6415934918,7286000,0,94.00,,,,,,
Sun Mar 19 2017 10:00:00 GMT+0100 (CET),132.00,5.622575,22.83381,355,9262000,24.9,23.9333333333,0.9333333333,,1.2333333333,1,17.4666666667,37.3,0,30,25.5666666667,22.1342489995,22.1372504742,21.8834956883,22.7898894746,21.1554046705,21.5569248062,21.9545263495,21.6488797192,7286000,0,396.00,,,,,,
Sun Mar 19 2017 10:15:00 GMT+0100 (CET),88.78,5.376525,22.86711,355,9262000,24.3333333333,23.6666666667,1.5333333333,,0.4,1,19.7333333333,36.0666666667,13,32.3666666667,25.0333333333,22.1402224877,22.138162374,21.8604264413,22.7265881484,21.1561612555,21.5007304085,21.9173871109,21.6499695406,7286000,202,266.33,,,,,,
Sun Mar 19 2017 10:30:00 GMT+0100 (CET),99.67,5.050675,22.86711,352,9262000,24.2,23.4666666667,2.9,2.9,104,8.3666666667,50.8,0.0063333333,44.5666666667,23.7333333333,22.1214240778,22.2030872587,21.9830747482,22.9730968171,21.171878533,21.4299869968,21.8353962419,21.6455414629,7286000,146.6666666667,299.00,,,,,,,
Sun Mar 19 2017 10:45:00 GMT+0100 (CET),597.56,4.78135,22.82715,355,9262000,27.7666666667,23.4333333333,2.6666666667,0.0666666667,42,8.8333333333,49.1,607,30.2333333333,23.5333333333,22.1403049013,22.223958761,21.9243034841,23.1719594988,21.1875842724,21.4149965549,21.7623217137,21.6002969467,7287000,4866,1792.67,,,,,,,
Sun Mar 19 2017 11:00:00 GMT+0100 (CET),0.00,5.04735,22.88709,0.3553333333,9262000,23.8666666667,24.1333333333,1.8,,0.4333333333,3,13.3,45.9,0,29.7333333333,23.7333333333,22.1404528531,22.1617857698,21.8252538084,22.9302250314,21.0915405125,21.3442675949,21.8656446043,21.6483091293,7287000,0,0.00,,,,,,
Sun Mar 19 2017 11:15:00 GMT+0100 (CET),647.22,5.3466,22.89708,0.3543333333,9262666.66666666,28.2,23.4666666667,1.5333333333,,1,0.0013333333,16.6333333333,43.4666666667,0.6665,29.6666666667,23.6333333333,22.1364268135,22.1498130027,21.9349309535,22.93571915,21.1016150382,21.3263839853,21.7560603255,21.6016406428,7287333.33333333,4906,1941.67,,,,,,
Sun Mar 19 2017 11:30:00 GMT+0100 (CET),912.67,5.6392,22.88709,0.3533333333,9263333.33333333,30.7666666667,24.0666666667,1.2333333333,,1.5666666667,22,11.5,49.4333333333,636,31.3,25.1,22.1100989582,22.1466525623,21.9801204416,22.9177542118,20.9775111202,21.3150989744,21.7571939684,21.6521333549,7288333.33333333,4547.5,2738.00,,,,,,
Sun Mar 19 2017 11:45:00 GMT+0100 (CET),692.44,5852,22.88709,354,9264000,29.9,24.8,2.4666666667,0.9666666667,0.0236666667,11.0666666667,49.7,2,32.0666666667,26.0666666667,22.13779445,22.1509899215,21.9810857721,22.9757249043,20.9684666397,21.3752351125,21.818164324,21.6076985016,7289000,15.5,2077.33,,,,,,,
Sun Mar 19 2017 12:00:00 GMT+0100 (CET),19.50,6.127975,22.90041,0.3586666667,9264000,25.0666666667,24.9666666667,3.5,5.0666666667,0.0023333333,14.6333333333,46.7666666667,1,31.2,24.9333333333,22.1321722052,22.145226688,21.9233598954,22.9457975493,21.0012649827,21.5237514506,21.8283353555,21.6302435514,7289000,6,58.50,,,,,,,
Sun Mar 19 2017 12:15:00 GMT+0100 (CET),125.56,6.380675,22.90374,0.3556666667,9264000,25.0666666667,24.1,5.0333333333,7.4666666667,1,17.6666666667,44.4,0,30.5,24.6666666667,22.1401729412,22.2319756092,21.9389790345,22.8561136938,21.0034357531,21.5229295472,21.765469693,21.6931697629,7289000,0,376.67,,,,,,,
Sun Mar 19 2017 12:30:00 GMT+0100 (CET),90.11,6.453825,22.92705,355,9264000,24.4333333333,23.7333333333,6.6,8.8,1,20.1666666667,42.4,0,30.0333333333,24.6666666667,22.121072207,22.2647599708,21.9874839179,22.9161456384,20.9615318224,21.5207863166,21.8275982355,21.7284559445,7289000,0,270.33,,,,,,,
Sun Mar 19 2017 12:45:00 GMT+0100 (CET),50.78,6.620075,22.90707,349,9264000,23.9,23.5333333333,8.0666666667,10.0666666667,23,12.2333333333,48.8,0,29.7666666667,24.7,22.1376142489,22.1566588975,21.9339455937,22.729069053,20.966724363,21.5221869664,21.7711348648,21.6196777056,7289000,0,152.33,,,,,,,
