14.1277;14.1259;14.0501;13.9868;13.9422;13.9352;13.9005;13.9105;13.9198;13.9003;13.9075;13.9044;13.9000;13.9163;13.9082;13.7793;13.7836;13.7849;13.7183;13.7292;13.7334;13.7356;13.7181;13.7325;13.7390;13.7074;13.7156;13.7211;13.7133;13.7355;13.7419;13.9328;13.9012;13.9077;13.9208;13.9011;13.9167;13.9858;14.1098;14.0608;13.9069;13.9692;13.9881;13.9050;13.9021;13.7958;13.7129;13.7176;13.7183;13.7070;13.7082;13.7286;13.7269;13.7107;13.7277;13.7267;13.7237;13.7053;13.7320;13.6641;13.7071;13.7209;13.7135;13.6906;13.7355;13.7115;13.7003;13.7161;13.7171;13.7175;13.7353;13.7345;13.7262;13.7147;13.7340;13.7374;13.7169;13.7269;13.7235;13.7175;13.7284;13.7356;13.7195;13.7362;13.6651;13.5947;13.7046;13.6939;13.5252;13.5942;13.5338;13.5075;13.5256;13.5104;13.5168;13.5269
13.5305;13.4495;13.5130;13.3473;13.3175;13.2988;13.3011;13.3099;13.3016;13.3182;13.2049;13.1216;13.1176;13.1377;13.1356;13.1158;13.1355;13.1328;13.1190;13.1148;13.1281;13.1276;13.1049;12.9931;13.0673;13.1261;13.1070;13.1408;13.1231;13.1157;13.1347;13.1342;13.1370;13.1154;13.1182;13.1196;13.1173;13.1289;13.1356;13.1354;13.1115;13.1984;13.2074;13.3207;13.2998;13.3282;13.3069;13.3113;13.3126;13.3198;13.3280;13.3083;13.3981;13.5176;13.5185;13.5085;13.5099;13.5228;13.5073;13.5259;13.6072;13.7118;13.7353;13.7375;13.7207;13.7165;13.7299;13.7257;13.7785;13.9212;13.9094;13.9099;13.9087;13.9187;13.9029;13.9082;13.9159;13.9006;13.8430;13.9205;13.8996;13.9236;13.9203;13.8995;13.8611;13.8540;13.9009;13.8678;13.7912;13.7799;13.7362;13.7918;13.7066;13.7338;13.7142;13.7096
13.7218;13.7278;13.7288;13.7186;13.7041;13.5926;13.5695;13.5174;13.5204;13.5078;13.5287;13.5113;13.5102;13.5232;13.5270;13.5273;13.5071;13.5159;13.4666;13.3977;13.4473;13.3285;13.4907;13.3279;13.3257;13.3253;13.3086;13.3149;13.3209;13.3603;13.5276;13.5120;13.5103;13.5076;13.5309;13.5323;13.5886;13.7137;13.7294;13.7165;13.7123;13.7354;13.7150;13.7332;13.7390;13.7149;13.7353;13.7321;13.9011;13.9178;13.9161;14.0406;14.1284;14.1182;14.1093;14.1283;14.1234;14.1135;14.1304;14.1146;14.1017;14.1319;13.9837;13.8997;13.9258;13.9156;13.9009;14.1134;14.1179;14.1134;14.1282;14.1237;14.1716;14.1302;14.1249;14.2312;14.3121;14.2988;14.2989;14.3070;14.3128;14.2993;14.3132;14.2976;14.2911;14.3108;14.3037;14.2888;14.1884;14.1397;14.1112;14.1300;14.1273;14.1094;14.1312;14.1167
14.1103;13.9879;13.9315;13.9701;13.9194;13.9178;13.9048;13.9016;13.9172;13.9089;13.9027;13.9297;13.9191;13.8837;13.7181;13.7237;13.7176;13.7395;13.7290;13.7105;13.7359;13.7138;13.7204;13.7242;13.7377;13.7337;13.7016;13.7317;13.7262;13.7181;13.7385;13.7138;13.7187;13.7045;13.7367;13.7195;13.7108;13.7145;13.7372;13.7173;13.7974;13.9190;13.9051;13.9026;13.9062;13.8576;13.9001;13.9272;13.9219;13.8120;13.7846;13.7286;13.7807;13.7974;13.7884;13.7191;13.7956;13.7958;13.8533;13.7185;13.7404;13.8601;13.8193;13.8634;13.7987;13.7797;13.9071;13.9120;13.8391;13.9184;13.9125;13.9012;13.9185;13.9129;13.9026;13.9173;13.9225;13.9801;14.0596;14.1326;14.1049;14.0513;14.0069;14.1016;13.9892;13.9826;13.9207;13.9025;13.9056;13.9216;13.9010;13.9231;13.9210;13.9095;13.8600;13.7903
13.7172;13.7268;13.7271;13.7193;13.7250;13.7274;13.7011;13.5172;13.5834;13.5266;13.5080;13.5299;13.5286;13.5058;13.5268;13.5215;13.5087;13.5050;13.5291;13.5277;13.3076;13.3994;13.3321;13.3775;13.3980;13.4043;13.4656;13.4472;13.3100;13.3862;13.3168;13.3951;13.5273;13.5122;13.5108;13.5303;13.5969;13.6284;13.7366;13.6965;13.6484;13.6513;13.6598;13.7086;13.5075;13.6525;13.6600;13.6462;13.7201;13.7212;13.7194;13.7980;13.9065;13.9012;13.9893;14.1045;14.1112;14.1286;14.1321;14.1130;14.1293;14.1247;14.1106;14.1282;14.1260;14.1140;14.1291;14.1269;14.1126;14.1166;14.1306;14.1124;14.1286;14.1308;14.1121;14.1188;14.1279;14.1138;14.1228;14.1282;14.1115;14.1221;14.1306;14.0510;14.0588;13.9209;13.9027;13.9088;13.9199;13.9081;13.9109;13.9232;13.9124;13.9029;13.8520;13.7885
13.7171;13.7331;13.7260;13.7070;13.6509;13.5820;13.5785;13.5352;13.5227;13.5189;13.5246;13.5272;13.5273;13.5167;13.5104;13.5137;13.5066;13.5255;13.4650;13.5229;13.5095;13.4195;13.4644;13.4682;13.5264;13.5262;13.5238;13.5060;13.5186;13.5129;13.5072;13.6032;13.6548;13.6039;13.7083;13.7209;13.7395;13.7143;13.7339;13.7153;13.7160;13.7354;13.7395;13.7025;13.7196;13.7374;13.7332;13.7152;13.7240;13.8593;13.8995;13.9380;13.9220;13.9105;13.9094;13.9107;14.0181;13.9776;13.9074;13.9148;13.9897;13.9184;13.9645;13.9167;13.9201;13.9112;13.9070;13.9208;13.9099;13.9082;13.9764;13.9800;14.0923;14.1212;14.1292;14.1094;14.1137;14.1273;14.1097;14.1160;14.1313;14.1109;14.1156;14.1216;14.1116;14.1326;14.0059;13.9181;13.9199;13.9106;13.9018;13.9193;13.9231;13.9053;13.8584;13.7366
13.7120;13.7222;13.7349;13.7263;13.6969;13.5311;13.5368;13.5071;13.5183;13.5113;13.5046;13.5226;13.5243;13.5241;13.5069;13.4032;13.5096;13.3174;13.3122;13.3178;13.3000;13.3169;13.3179;13.3033;13.3072;13.3195;13.3220;13.2992;13.3334;13.3847;13.5099;13.5071;13.7245;13.7365;13.7183;13.7294;13.7979;13.9009;13.9035;13.9200;13.9609;14.0635;14.1266;14.1098;14.1290;14.1755;14.1263;14.2445;14.2991;14.3206;14.3144;14.5007;14.5159;14.5012;14.5131;14.5077;14.6322;14.7110;14.6964;14.7145;14.7040;14.7122;14.7153;14.7212;14.7016;14.7095;14.6905;14.7162;14.7285;14.7022;14.7941;14.8364;14.8741;14.8542;14.9046;14.9114;14.9057;14.9088;14.8506;14.9093;14.8554;14.7718;14.7026;14.7038;14.7108;14.7146;14.7049;14.6950;14.7003;14.7262;14.6949;14.7170;14.6354;14.5287;14.5212;14.5012
14.5059;14.5185;14.5020;14.5227;14.5017;14.4961;14.4569;14.3708;14.5089;14.3991;14.3088;14.3835;14.3208;14.2887;14.2991;14.3124;14.2919;14.3181;14.3119;14.2990;14.3057;14.2954;14.3040;14.3107;14.2931;14.3251;14.3293;14.2928;14.3259;14.4515;14.4114;14.4577;14.3737;14.2907;14.3288;14.3782;14.3678;14.4594;14.5130;14.5071;14.5156;14.5010;14.5852;14.6962;14.7077;14.7905;14.9236;14.8931;14.9712;15.0838;15.1187;15.1315;15.2856;15.3045;15.2968;15.3092;15.4288;15.4334;15.5099;15.4357;15.4410;15.4960;15.5114;15.5117;15.4974;15.5152;15.4947;15.5166;15.4983;15.5683;15.5164;15.6442;15.5777;15.7045;15.7009;15.7085;15.7064;15.7263;15.6955;15.7283;15.6992;15.7118;15.6988;15.7202;15.7248;15.7038;15.7256;15.7066;15.7299;15.6623;15.5749;15.4998;15.4962;15.5187;15.4991;15.5105
15.4454;15.2954;15.3224;15.3004;15.3164;15.3087;15.1030;15.1260;15.1048;15.1218;15.1207;15.1003;15.1184;15.1041;14.9906;14.9368;14.9144;14.9741;14.9013;14.9045;14.9144;14.8909;14.9062;14.9220;14.8923;14.9227;14.8920;14.9307;15.1096;15.1047;15.1181;15.1790;15.1800;15.3117;15.2957;15.4461;15.4951;15.5160;15.5177;15.4963;15.5348;15.5794;15.6482;15.7092;15.7241;15.7264;15.7088;15.7045;15.7046;15.7168;15.8262;15.9080;15.8966;16.0763;16.0804;16.0891;16.1096;16.0205;16.0395;16.0897;16.1101;16.0974;16.0956;16.0868;16.1065;16.0979;16.1158;16.0972;16.1102;16.1139;16.1008;16.1181;16.1000;16.3581;16.4814;16.5074;16.4872;16.4853;16.2177;16.4906;16.3235;16.1187;16.0894;16.1125;16.0916;16.1158;16.0983;16.1115;16.0933;16.0972;16.1093;16.0244;16.0438;15.9057;15.9184;15.8871
15.9269;15.8979;15.8597;15.6891;15.7266;15.6989;15.7169;15.7038;15.7230;15.7091;15.6581;15.5753;15.4933;15.5041;15.4984;15.5174;15.4227;15.3773;15.4383;15.3617;15.3060;15.3022;15.3141;15.2961;15.3062;15.2871;15.3157;15.3250;15.4270;15.5147;15.5480;15.7197;15.6865;15.7219;15.8292;15.9020;15.9037;15.9105;15.9081;15.9651;16.0515;16.1004;16.1184;16.0979;16.1116;16.3440;16.5093;16.4906;16.5122;16.6203;16.7223;16.6979;16.7184;16.7568;16.9030;16.8815;16.9005;16.8816;16.9707;17.0748;17.0967;17.0950;17.0904;17.1098;17.0908;17.1166;17.0873;17.1165;17.0891;17.1147;17.0857;17.1118;17.0888;17.1058;17.0783;17.1022;17.1060;17.0931;17.1016;17.0817;17.0994;17.0921;17.1200;17.0816;17.1715;17.2676;17.0831;17.1005;17.0905;17.1178;17.0801;17.1025;17.0190;16.9635;16.8797;16.9026
