Control,Php,Toutdoor,Tindoor,Fbld,Qbld,Tbld-sup,Tbld-ret,Thw out,Fhp,Thp-sup,Thp-ret,Qhp,Php.1,Pbld
13/07/2016 08:45:00,1337.0630155299,17.58925,24.40557,0.0776666667,5653000,23.6,23.5,39.9,0,26.5,24.4333333333,3718000,0,10
13/07/2016 09:00:00,14.3100532383,16.262575,24.41223,0.0776666667,5653000,25,23.5333333333,39.9,0.0106666667,40.9666666667,23.5333333333,3718000,171,66666666666666
13/07/2016 09:15:00,13.827452105,15.843625,24.4089,78,5653000,24.8,23.9,39.9,4,44.6666666667,23.5666666667,3718000,96,80
13/07/2016 09:30:00,13.8500728192,15.996575,24.3756,78,5653000,23.8,23.8333333333,39.9,0,42.7333333333,23.9,3718000,0,1
13/07/2016 09:45:00,13.8404636718,16.076375,24.36561,78,5653000,23.8,23.7,39.9,0,40.5333333333,24.2333333333,3718000,0,9
13/07/2016 10:00:00,13.8776997951,16.196075,24.36561,0.0783333333,5653000,23.7,23.6,39.9,0,38.2666666667,24.4333333333,3718000,0,14
13/07/2016 10:15:00,13.8283338705,16.249275,24.35895,0.0773333333,5653000,23.7,23.5666666667,39.9,0,36.4666666667,24.6333333333,3718000,0,14
13/07/2016 10:30:00,13.763567004,15.963325,24.36561,78,5653000,23.7333333333,23.5666666667,39.9,0,35.0333333333,24.7,3718000,0,15
13/07/2016 10:45:00,13.8572826382,16.12625,24.37893,0.0776666667,5653000,23.8,23.6,39.9,0,34.7333333333,24.8,3718000,0,16
13/07/2016 11:00:00,13.8535601683,15.83365,24.38226,0.0776666667,5653000,23.8666666667,23.5666666667,39.9,2,35.0666666667,24.6,3718000,26,28
13/07/2016 11:15:00,13.8116570525,16.176125,24.38226,78,5653000,23.9333333333,23.6666666667,39.9,0,34.2333333333,24.2333333333,3718000,0,27
13/07/2016 11:30:00,13.8571806812,16.6782,24.39558,0.0783333333,5653000,23.8,23.6333333333,39.9,0,33.1,24.3,3718000,0,14
13/07/2016 11:45:00,13.8504240331,16.5851,24.41223,0.0776666667,5653000,23.7333333333,23.5666666667,39.9,0,32.2333333333,24.5,3718000,0,15
13/07/2016 12:00:00,13.9505039266,16.64495,24.41556,0.0776666667,5653000,23.7,23.5333333333,39.9,0,31.6,24.7333333333,3718000,0,15
13/07/2016 12:15:00,13.9173617259,16.382275,24.41223,78,5653000,23.7,23.5,39.9,0,30.9333333333,24.9333333333,3718000,0,15
13/07/2016 12:30:00,13.8328230167,16.2393,24.41889,78,5653000,23.7,23.5,39.9,0,30.5,25.0666666667,3718000,0,15
13/07/2016 12:45:00,13.7498684744,16.31245,24.43554,78,5653000,23.7,23.5333333333,39.9,0,30.1,25.2,3718000,0,15
13/07/2016 13:00:00,13.7491139659,16.322425,24.42222,78,5653000,23.7,23.5,39.9,0,29.8,25.3,3718000,0,15
13/07/2016 13:15:00,13.7356170803,15.989925,24.40224,78,5653000,23.7,23.5,39.9,0,29.6666666667,25.4666666667,3718000,0,15
13/07/2016 13:30:00,13.7155854231,16226,24.41889,78,5653000,23.7,23.5,39.9,0,29.5333333333,25.5666666667,3718000,0,14
13/07/2016 13:45:00,13.7204560322,16.608375,24.42222,0.0776666667,5653000,23.7,23.5,39.9,0,29.3666666667,25.6,3718000,0,13
13/07/2016 14:00:00,13.8313153271,16.55185,24.41223,0.0783333333,5653000,23.7,23.5,39.4333333333,0,29.2666666667,25.6666666667,3718000,0,13
13/07/2016 14:15:00,13.7706335648,16.84445,24.41889,78,5653000,23.7,23.5,38.5,0,29.1,25.7,3718000,0,14
13/07/2016 14:30:00,1185.3900054708,16.475375,24.4422,78,5653000,23.7666666667,23.5,39.9,0,29.3333333333,25.1,3718000,0,21
13/07/2016 14:45:00,1325.270875746,16.49865,24.45552,78,5653000,23.7,23.5333333333,39.9,19,29.8,24.9333333333,3718000,142,14
13/07/2016 15:00:00,13.8025337336,16.661575,24.4422,0.0776666667,5653000,25.3666666667,23.6333333333,39.9,0.0066666667,44.4333333333,23.6333333333,3718000,167,33333333333334
13/07/2016 15:15:00,13.7737078127,16.4521,24.44886,78,5653000,24.5,24,39.9,3,43.7,23.8666666667,3718000,69,46
13/07/2016 15:30:00,13.8618562652,16.52525,24.42888,0.0783333333,5653000,23.8666666667,23.8,39.9,0,41.6666666667,24.1666666667,3718000,0,8
13/07/2016 15:45:00,13.9215401505,16.967475,24.43554,0.0783333333,5653000,23.8666666667,23.7,39.9,0,39.8333333333,24.5,3718000,0,14
13/07/2016 16:00:00,13.9233952059,17.2235,24.45552,0.0786666667,5653000,23.9,23.7,39.9,0,37.9333333333,24.8333333333,3718000,0,17
